MMLU Chemistry,"A sample of an unknown chloride compound was dissolved in water, and then titrated with excess Pb(NO3)2 to create a precipitate. After drying, it is determined there are 0.0050 mol of precipitate present. What mass of chloride is present in the original sample?","0.0050 moles of lead chloride precipitate contain 0.010 moles of chloride ions due to the 2:1 mole ratio between chloride ions and lead chloride. The mass of 0.010 moles of chloride ions is 0.355 g. Therefore, the mass of chloride present in the original sample is 0.355 g.",0) 0.177 g,1) 0.355 g,2) 0.522 g,3) 0.710 g
dataset,Question,Answer,,,,
MMLU,Physics,"A point charge, Q1 = +1 mC, is fixed at the origin. How much work is required to move another charge, Q2 = +8 μC, from the point (0, 4 meters) to the point (3 meters, 0)?,The work required to move a charge in an electric field is equal to the change in potential energy of the charge. The potential energy of a charge in an electric field is given by: U = k * Q1 * Q2 / r where: k is the Coulomb constant, Q1 and Q2 are the charges, r is the distance between the charges. In this case, the initial potential energy of Q2 is: U1 = k * Q1 * Q2 / 4 meters",,,,
0) 3.5 J,,,,,,
1) 6.0 J,,,,,,
2) 22.5 J,,,,,,
3) 40 J,,,,,,
MMLU,Physics,,,,,
The final potential energy of Q2 is: U2 = k * Q1 * Q2 / 3 meters,,,,,,
The change in potential energy is: ΔU = U2 - U1 = k * Q1 * Q2 * (1/3 meters - 1/4 meters),,,,,,
"Plugging in the values, we get: ΔU = (9 × 10^9 N * m^2/C^2) × (1 × 10^-3 C) * (8 × 10^-6 C) * (1/3m - 1/4m)",,,,,,
ΔU = 6 J,,,,,,
"Therefore, the work required to move Q2 from (0, 4 meters) to (3 meters, 0) is 6 J. The answer is 1) 6.0 J.",,,,,,
MMLU,Chemistry,"A sample of an unknown chloride compound was dissolved in water, and then titrated with excess Pb(NO3)2 to create a precipitate. After drying, it is determined there are 0.0050 mol of precipitate present. How many moles of chloride ions are present in the original sample?,0.0050 moles of lead chloride precipitate contain 0.010 moles of chloride ions due to the 2:1 mole ratio between chloride ions and lead chloride.",,,,
The mass of 0.010 moles of chloride ions is 0.355 g.,,,,,,
TimeQA,Who was the spouse of Anna Karina from 1968 to 1974?,Anna Karina’s spouse from 1968 to 1974 was French actor Pierre Fabre.,,,,
SituatedQA,"what is the biggest hotel in las vegas nv as of November 28, 1993","The biggest hotel in Las Vegas, Nevada as of November 28, 1993 was the Excalibur Hotel & Casino.",,,,
MuSiQue,What year saw the creation of the region where the county of Hertfordshire is located?,1994,,,,
StrategyQA,Would a Monoamine Oxidase candy bar cheer up a depressed friend?,"A Monoamine Oxidase (MAO) candy bar would not cheer up a depressed friend. MAO is an enzyme that breaks down neurotransmitters such as serotonin, dopamine, and norepinephrine. These neurotransmitters are associated with mood, so inhibiting MAO can lead to an increase in their levels.",,,,
