AFRICA,AFRICA
Ansar al-Dine,AAD
Boko Haram,BH
ISIS-Democratic Republic of the Congo,ISIS-DRC
ISIS-in the Greater Sahara,ISIS-GS
ISIS-Mozambique,
ISIS-West Africa,ISIS-WA
Jama'at Nasr al-Islam wal-Muslimin,JNIM
Jama'atu Ansarul Muslimina Fi Biladis-Sudan,Ansaru
Al-Murabitoun,
Al-Shabaab,AS
Al-Qa'ida in the Islamic Maghreb,AQIM
EAST ASIA AND THE PACIFIC,EAST ASIA AND THE PACIFIC
Abu Sayyaf Group,ASG
Aum Shinrikyo,AUM
Communist Party of Philippines/New People's Army,CPP/NPA
ISIS-Philippines,ISIS-P
Jemaah Anshorut Tauhid,JAT
Jemaah Islamiya,JI
EUROPE,EUROPE
Basque Fatherland and Liberty,ETA
Continuity Irish Republican Army,CIRA
Real IRA,RIRA
Revolutionary People's Liberation Party/Front,DHKP/C
Revolutionary Struggle,RS
THE MIDDLE EAST AND NORTH AFRICA,THE MIDDLE EAST AND NORTH AFRICA
Abdallah Azzam Brigades,AAB
Al-Aqsa Martyrs Brigade,AAMB
Al-Ashtar Brigades,AAB
Al-Nusrah Front,ANF
Al-Qa'ida,AQ
Al-Qa'ida in the Arabian Peninsula,AQAP
Ansar al-Islam,AAI
Ansar al-Shari'a in Benghazi,AAS-B
Ansar al-Shari'a in Darnah,AAS-D
Ansar al-Shari'a in Tunisia,AAS-T
Army of Islam,AOI
Asa'ib Ahl al-Haq,AAH
Asbat al-Ansar,AAA
Gama'a al-Islamiyya,IG
Hamas,
Harakat Sawa'd Misr Harakat,HASM
Hizballah,
ISIS Sinai Province,ISIS-SP
Islamic Revolutionary Guard Corps,IRGC
Islamic State of Iraq and the Levant-Libya,ISIL-Libya
Islamic State of Iraq and Syria,ISIS
Jaysh Rijal al-Tariq al-Naqshabandi,JRTN
Kahane Chai,KC
Kata'ib Hizballah,KH
Kurdistan Workers' Party,PKK
Mujahidin Shura Council in the Environs of Jerusalem,MSC
Palestine Islamic Jihad,PIJ
Palestine Liberation Front-Abu Abbas Faction,PLF
Popular Front for the Liberation of Palestine,PFLP
Popular Front for the Liberation of Palestine-GeneralCommand,PFLP-GC
SOUTH AND CENTRAL ASIA,SOUTH AND CENTRAL ASIA
Al-Qa'ida in the Indian Subcontinent,AQIS
Haqqani Network,HQN
Harakat ul-Jihad-i-Islami,HUJI
Harakat ul-Jihad-i-Islami/Bangladesh,HUJI-B
Harakat ul-Mujahideen,HUM
Hizbul Mujahideen,HM
Indian Mujahedeen,IM
Islamic Jihad Union,IJU
Islamic Movement of Uzbekistan,IMU
ISIS-Bangladesh,
ISIS Khorasan (ISIS-K),ISIS-K
Jaish-e-Mohammed,JeM
Jaysh al-Adl,
Lashkar e-Tayyiba,LeT
Lashkar i Jhangvi,LJ
Liberation Tigers of Tamil Eelam,LTTE
Tehrik-e Taliban Pakistan,TTP
WESTERN HEMISPHERE,WESTERN HEMISPHERE
National Liberation Army,ELN
Revolutionary Armed Forces of Colombia-People's Army,FARC-EP
Segunda Marquetalia,
Shining Path,SL
