"At December 31, 2020",Level 2,,Level 3^1,Total
$ in millions,Level 2,,Level 3^1,
Assets,,,,
Loans,$,"2,566","$ 3,134","$ 5,700"
Other assets—Other investments,"—""16""",16,,
Other assets—ROU assets,21,,—,21
Total,"$ 2,587","$ 3,150",,"$ 5,737"
Liabilities,,,,
Other liabilities and accrued expenses—Lending commitments,$ 193,$ 72,,$ 265
Total,$ 193,$ 72,,$ 265
"At December 31, 2019",Level 2,,Level 3^1,Total
$ in millions,Level 2,,Level 3^1,
Assets,,,,
Loans,$,"1,543","$ 1,500","$ 3,043"
Other assets—Other investments,"—""113""",113,,
Total,"$ 1,543","$ 1,613",,"$ 3,156"
Liabilities,,,,
Other liabilities and accrued expenses—Lending commitments,$ 132,$ 69,,$ 201
Total,$ 132,$ 69,,$ 201
