$ in millions,"AtDecember31,2020","AtDecember31,2020","AtDecember31,2020","AtDecember31,2020","AtDecember31,2020"
$ in millions,MABS1,CDO,MTOB,OSF,Other
VIE assets (UPB),"$184,153 $ 3,527$",,,"6,524$2,161","$48,241"
Maximum exposure to loss³,Maximum exposure to loss³,Maximum exposure to loss³,Maximum exposure to loss³,Maximum exposure to loss³,Maximum exposure to loss³
Debt and equity interests,"$ 26,247 $",257$,,"- $ 1,187 $ 11,008",
Derivative and other contracts,,,,"4,425","5,639"
"Commitments, guarantees and other",929,1,,一,
Total,"$27,176$",,,"257$4,425$1,187$17,396",749 一
Carrying value of variable interests-Assets,Carrying value of variable interests-Assets,Carrying value of variable interests-Assets,Carrying value of variable interests-Assets,Carrying value of variable interests-Assets,Carrying value of variable interests-Assets
Debt and equity interests,"$ 26,247 $",,257$,"-$ 1,187 $11,008",
Derivative and other contracts,,一,,5,851
"Total $26,247$ 257$","Total $26,247$ 257$","Total $26,247$ 257$","Total $26,247$ 257$","Total $26,247$ 257$","Total $26,247$ 257$"
"5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities","5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities","5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities","5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities","5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities","5$1,187$11,859 Additional VIEassets owned4 $20,019 Carrying value of variable interests-Liabilities"
Derivative and other $ 222,Derivative and other $ 222,Derivative and other $ 222,Derivative and other $ 222,Derivative and other $ 222,Derivative and other $ 222
"contracts $ 1$ 1$ At December31,2019","contracts $ 1$ 1$ At December31,2019","contracts $ 1$ 1$ At December31,2019","contracts $ 1$ 1$ At December31,2019","contracts $ 1$ 1$ At December31,2019","contracts $ 1$ 1$ At December31,2019"
"$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305","$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305","$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305","$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305","$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305","$in millions MABS1 CDO MTOB OSF 6,965$ 2,288 $51,305"
"VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³","VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³","VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³","VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³","VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³","VIE assets (UPB) $125,603 $ 2,976$ Maximum exposure to loss³"
Debt and equity,Debt and equity,Debt and equity,Debt and equity,Debt and equity,Debt and equity
"interests $ 16,314 $ 240$ -$ 1,009 $ 11,977","interests $ 16,314 $ 240$ -$ 1,009 $ 11,977","interests $ 16,314 $ 240$ -$ 1,009 $ 11,977","interests $ 16,314 $ 240$ -$ 1,009 $ 11,977","interests $ 16,314 $ 240$ -$ 1,009 $ 11,977","interests $ 16,314 $ 240$ -$ 1,009 $ 11,977"
"Derivative and other contracts 4,599","Derivative and other contracts 4,599","Derivative and other contracts 4,599","Derivative and other contracts 4,599","Derivative and other contracts 4,599","Derivative and other contracts 4,599"
"2,995 Commitments, guaranteesand other 631 266 一 一","2,995 Commitments, guaranteesand other 631 266 一 一","2,995 Commitments, guaranteesand other 631 266 一 一","2,995 Commitments, guaranteesand other 631 266 一 一","2,995 Commitments, guaranteesand other 631 266 一 一","2,995 Commitments, guaranteesand other 631 266 一 一"
"Total $16,945$ 240$ 4,599$1,009$15,238","Total $16,945$ 240$ 4,599$1,009$15,238","Total $16,945$ 240$ 4,599$1,009$15,238","Total $16,945$ 240$ 4,599$1,009$15,238","Total $16,945$ 240$ 4,599$1,009$15,238","Total $16,945$ 240$ 4,599$1,009$15,238"
Carrying value of variable interests-Assets Debt and equity,Carrying value of variable interests-Assets Debt and equity,Carrying value of variable interests-Assets Debt and equity,Carrying value of variable interests-Assets Debt and equity,Carrying value of variable interests-Assets Debt and equity,Carrying value of variable interests-Assets Debt and equity
"interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388","interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388","interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388","interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388","interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388","interests $16,314 $ 240$ -$ 1,008 $ 11,977 Derivative and other 388"
"contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365","contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365","contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365","contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365","contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365","contracts 6 Total $16,314 $ 240$ 6$1,008 $12,365"
Additional VIEassets owned4,Additional VIEassets owned4,Additional VIEassets owned4,Additional VIEassets owned4,Additional VIEassets owned4,Additional VIEassets owned4
"$11,453 Carrying value of variable interests-Liabilities","$11,453 Carrying value of variable interests-Liabilities","$11,453 Carrying value of variable interests-Liabilities","$11,453 Carrying value of variable interests-Liabilities","$11,453 Carrying value of variable interests-Liabilities","$11,453 Carrying value of variable interests-Liabilities"
Derivative and other -$ 444,Derivative and other -$ 444,Derivative and other -$ 444,Derivative and other -$ 444,Derivative and other -$ 444,Derivative and other -$ 444
contracts $ -$,contracts $ -$,contracts $ -$,contracts $ -$,contracts $ -$,contracts $ -$
