$ in millions,"AtDecember31,2020","AtDecember31,2020","AtDecember31,2020","AtDecember31,2020"
$ in millions,IS,WM,IM,Total
Assets,,,,
Cash and cash equivalents,"$ 74,281 $ 31,275 $",,,"105,654"
Trading assets at fair value,,280,98$,
Investment securities,"308,413","140,524","4,045","312,738 182,154"
Securities purchased under,"41,630",,1,
agreementstoresell,"84,998","31,236",,"116,234"
Securities borrowed,"110,480","1,911",1,"112,391"
Customer and other receivables,"67,085","29,781",871,"97,737"
Loans1,"52,449","98,130",18,"150,597"
Other assets²,"13,986","22,458","1,913","38,357"
Total assets,"$753,322","$355,595","$6,945 $1,115,862",
