$ in millions,"At December 31,2020","At December 31,2020","At December 31,2020","At December 31, 2019"
$ in millions,Fixed Rate,Variable Rate²,Total,"At December 31, 2019"
Original maturities of one year or less: Next 12 months,,,"$10,453",
$ Original maturities greater than one year:,"6,099 $ 4,354",,$,"7,103"
2020 $,一 $,一 $,一 $,"1,663"
2021,"1,270",385,"1,655","1,110"
2022,605,800,"1,405",227
2023,191,88,279,"2,655"
2024,1,96,96,12
2025,38,1,38,36
Thereafter,23,385,408,777
Total,"2,127","$1,754","$3,881","$ 6,480"
Weighted average couponat period-end,N/M,0.5%,0.6%,2.4 %
