$ in millions,2020,2020,2020,2020,2020
$ in millions,Pre-tax Gain (Loss),Income Tax Benefit (Provision),After-tax Gain (Loss),Non- controlling Interests,Net
CTA,,,,,
OCl activity,$ 74$,99$,173$,,68$ 105
Reclassified to earnings,(3),1,(3),1,(3)
Net OCI,$ 71$,99$,170$,,68$ 102
Change in net unrealized gains (losses) on AFS securities OCl activity,Change in net unrealized gains (losses) on AFS securities OCl activity,Change in net unrealized gains (losses) on AFS securities OCl activity,Change in net unrealized gains (losses) on AFS securities OCl activity,Change in net unrealized gains (losses) on AFS securities OCl activity,Change in net unrealized gains (losses) on AFS securities OCl activity
Reclassified to earnings,"$2,194 $ (137)",31,"(508) $ 1,686 $ (106)",,"- $ 1,686 (106)"
Net OCI,"$2,057 $","(477)$1,580$",,,"-$1,580"
Pension and other,Pension and other,Pension and other,Pension and other,Pension and other,Pension and other
OCl activity Reclassified to earnings,$ 162 $,(34) $,128$,,128
Net OCI,23,(5),18,一,18
Change in net DVA,$ 185$,(39)$,146$,,一$ 146
"OCl activity $(1,385) $","OCl activity $(1,385) $","OCl activity $(1,385) $","OCl activity $(1,385) $",,"(26) $(1,022)"
Reclassified to earnings,26,337,"$(1,048) $",,
Net OCI,"$(1,359) $",(6) 331,"20 $(1,028) $",1,"20 (26)$(1,002)"
