$ in millions,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities
$ in millions,Bilateral OTC,,Cleared OTC,Exchange- Traded,Total
Designated as accounting hedges,,,,,
Interest rate,$,1$,一,$ 一 $,1
Foreign exchange Total,,121,38,,159
Not designated as accounting hedges,,122,38,,160
Interest rate,,,"3,597",436,
Credit,,"168,597",,一,"172,630 7,921"
Foreign exchange,,"4,798 65,965","3,123",39,"67,496"
Equity,,"30,135","1,492","22,733","52,868"
Commodity and other,,"7,713",一,"1,911","9,624"
Total,,"277,208",1,"25,119","310,539"
Total gross derivatives,,"$277,330","8,212 $8,250","$ 25,119","$310,699"
Amounts offset,,,,,
Counterparty netting,,"(213,710)","(7,294)",,"(24,037) (245,041)"
Cash collateral netting,,"(36,392)",(832),,"(37,224)"
Total in Trading liabilities,,"$27,228",$ 124$,"1,082","$28,434"
Amounts not offset!,,,,,
Financial instruments collateral,,"(7,747)",,(287),"(8,034)"
Other cash collateral,,(14),,,(14)
Net amounts,,"$ 19,467 $",124$,,"795$20,386"
Net amounts for which master netting or collateral agreements are not in place or may not be legally enforceable,Net amounts for which master netting or collateral agreements are not in place or may not be legally enforceable,Net amounts for which master netting or collateral agreements are not in place or may not be legally enforceable,Net amounts for which master netting or collateral agreements are not in place or may not be legally enforceable,,"$3,680"
