,2020,2020,2020,2019,2019,2019
$ in millions,Average Daily Balance,Interest,Average Rate,Average Daily Balance,Interest,Average Rate
Interest earning assets,Interest earning assets,Interest earning assets,Interest earning assets,Interest earning assets,Interest earning assets,Interest earning assets
"Investment, securities1","$136,502","$2,282",,"1.7 % $101,696","$2,175",2.1%
Loans1,"143,350","4,142",2.9,"121,002","4,783",4.0
Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:,Securities purchased under agreements to resell and Securities borrowed:
U.S.,"130,525",55,一,"142,089","3,378",2.4
Non-U.S.,"59,099",(249),(0.4),"76,577",107,0.1
"Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:","Trading assets,netof Trading liabilities:"
U.S.,"76,273","2,000",2.6,"77,481","2,531",3.3
Non-U.S.,"22,604",417,1.8,"14,654",368,2.5
Customer receivables and Other4:,Customer receivables and Other4:,Customer receivables and Other4:,Customer receivables and Other4:,Customer receivables and Other4:,Customer receivables and Other4:,Customer receivables and Other4:
U.S.,"87,775","1,188",1.4,"61,501","2,697",4.4
Non-U.S.,"63,301",327,0.5,"58,601","1,059",1.8
Total,"$719,429","$10,162",,"1.4 % $653,601","$17,098",2.6%
Interest bearing liabilities,Interest bearing liabilities,Interest bearing liabilities,Interest bearing liabilities,Interest bearing liabilities,Interest bearing liabilities,Interest bearing liabilities
Deposits1,"$241,487",$ 953,,"0.4% $180,116 $ 1,885",,1.0%
"Borrowings1, 5","202,498","3,250",1.6,"192,770","5,052",2.6
Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:,Securities sold under agreements to repurchase and Securities loaned:
U.S.,"29,983",532,1.8,"32,437","1,916",5.9
Non-U.S.,"28,363",451,1.6,"31,808",693,2.2
Customer payables and Other7:,Customer payables and Other7:,Customer payables and Other7:,Customer payables and Other7:,Customer payables and Other7:,Customer payables and Other7:,Customer payables and Other7:
U.S.,"125,982","(1,176)",(0.9),"118,775","1,792",1.5
Non-U.S.,"64,958",(161),(0.2),"65,196","1,066",1.6
Total,"$693,271","$3,849",,"0.6 % $621,102","$12,404",2.0%
Net interest income and net interest rate spread,Net interest income and net interest rate spread,Net interest income and net interest rate spread,Net interest income and net interest rate spread,Net interest income and net interest rate spread,Net interest income and net interest rate spread,Net interest income and net interest rate spread
,,"$6,313",0.8%,,"$4,694",0.6%
