$ in millions,2019,2019,2019,2019,2019
$ in millions,Pre-tax Gain (Loss),Income Tax Benefit (Provision),After-tax Gain (Loss),Non- controlling Interests,Net
CTA,,,,,
OCl activity,$ 6$,,(3)$,3$,11$ (8）
Reclassified to earnings,,1,,一,一 1
Net OCI,$ 6$,,(3)$,3$,11$ 8
"Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一","Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一","Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一","Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一","Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一","Change in net unrealized gains (losses) on AFS securities OCl activity $1,588 $ (373) $ 1,215 $ 一"
Reclassified to earnings,(103),25,（78),,"$1,215 （78）"
Net OCI,"$1,485 $",(348)$,"1,137$",1,"$1,137"
Pension and other OCl activity,$ (98) $,25$,(73) $,,
Reclassified to earnings,12,(5),7,,$ (73) 7
Net OCI,$ (86)$,20$,(66)$,,(66)
Change in net DVA,Change in net DVA,Change in net DVA,Change in net DVA,Change in net DVA,Change in net DVA
OCl activity Reclassified to earnings,"$(2,181) $",533,"$(1,648) $",,"(80) $(1,568)"
Net OCI,"11 $(2,170) $",(2) 531,"9 $(1,639) $",,"9 一 (80)$(1,559)"
