$ in millions,Assets,Assets,Assets,Assets,Assets
$ in millions,Bilateral OTC,,Cleared OTC,Exchange- Traded,Total
Designated as accounting hedges,,,,,
Interest rate,$,673$,,,673
Foreign exchange,,41,1,,42
Total,,714,1,,715
Not designated as accounting hedges,,,,,
Interest rate,,"179,450","4,839",519,"184,808"
Credit,,"4,895","2,417",一,"7,312"
Foreign exchange,,"62,957","1,399",22,"64,378"
Equity,"27,621",,一,"23,447","51,068"
Commodity and other,,9.306,,"1,952","11,258"
Total,"284,229",,"8,655","25,940","318,824"
Total gross derivatives,,"$284,943 $8,656",,"$ 25,940","$319,539"
Amounts offset,,,,,
Counterparty netting,"(213,710)",,"(7,294)",,"(24,037） (245,041)"
Cash collateral netting,"(41,222)",,"(1,275)",一,"(42,497)"
Total in Trading assets,,"$30,011 $",,"87$1,903$32,001",
Amounts not offsetl Financial instruments collateral,,,,,
Other cash collateral,,"(15,596)",,,"(15,596)"
Net amounts,,(46),,一,(46)
"$14,369 $ Net amounts for which master netting or collateral agreements arenotinplaceormaynotbe legallyenforceable","$14,369 $ Net amounts for which master netting or collateral agreements arenotinplaceormaynotbe legallyenforceable","$14,369 $ Net amounts for which master netting or collateral agreements arenotinplaceormaynotbe legallyenforceable","$14,369 $ Net amounts for which master netting or collateral agreements arenotinplaceormaynotbe legallyenforceable","87$1,903$16,359",$ 1.900
