$ in millions,"At December 31,2019","At December 31,2019","At December 31,2019","At December 31,2019","At December 31,2019"
$ in millions,Overnight and Open,Less than 30Days,30-90 Days,Over 90Days,Total
$ in millions,Securities sold under,,,,
agreements to,,"$67,158 $81,300 $26,904 $38,157",,,
repurchase Securities loaned,"2,378","3,286",516,"5,307","$213,519 11,487"
Total included in the,,,,,
offsetting disclosure Trading liabilities一 Obligation to return,,"$69,536 $ 84,586 $27,420 $43,464 $225,006",,,
securities received as,,,,,
collateral,"23,877",,,,"23,877"
Total,,,,,
,,"$93,413 $ 84,586 $27,420 $43,464 $248,883",,,
