"Years to Maturity at December 31, 2019",< 1,1-3,3-5,Over 5,Total
$ in billions,,,,,
Single-name CDS,,,,,Total
Investment grade,$ 16,$ 17,$ 33,$ 9,$ 75
Non-investment grade,9,9,16,1,35
Total,$ 25,$ 26,$ 49,$ 10,$ 110
Index and basket CDS,,,,,Total
Investment grade,$ 4,$ 7,$ 46,$ 11,$ 68
Non-investment grade,7,4,17,10,38
Total,$ 11,$ 11,$ 63,$ 21,$ 106
Total CDS sold,,,,,
Other credit contracts,,,,,Total credit protection sold
Total credit protection sold,$ 36,$ 37,$ 112,$ 31,$ 216
CDS protection sold with identical protection purchased,,,,,$ 187
