$in millions,"At December 31,2019","At December 31,2019","At December 31,2019","At December 31,2019"
$in millions,Level 1,Level 2,Level 3,Total
Assets Cash and cash equivalents1,,,,
U.S.government and agency,$ 3$,$ 3$,$ 3$,$ 3$
securities,"2,658 292","2,658 292","2,658 292","2,658 292"
Corporate and other debt-CDO,9,9,9,9
Other investments,一 53,一 53,一 53,一 53
"Other receivables1 Total $2,661 $",48 一 48 一 349$ 53$,48 一 48 一 349$ 53$,48 一 48 一 349$ 53$,48 一 48 一 349$ 53$
Assets Measured at NAV,Assets Measured at NAV,Assets Measured at NAV,Assets Measured at NAV,"3,063"
Commingled trust funds: Money market Foreign funds:,Commingled trust funds: Money market Foreign funds:,Commingled trust funds: Money market Foreign funds:,Commingled trust funds: Money market Foreign funds:,
Fixed income 136,Fixed income 136,Fixed income 136,Fixed income 136,
Liquidity 30,Liquidity 30,Liquidity 30,Liquidity 30,
Targeted cash flow 240 Total,Targeted cash flow 240 Total,Targeted cash flow 240 Total,Targeted cash flow 240 Total,
$ 543 Liabilities,$ 543 Liabilities,$ 543 Liabilities,$ 543 Liabilities,
Derivative contracts (1) (1) Other payables1 (52),Derivative contracts (1) (1) Other payables1 (52),Derivative contracts (1) (1) Other payables1 (52),Derivative contracts (1) (1) Other payables1 (52),
(52),(52),(52),(52),
Total liabilities $ -$ (53)$ -$ （53),Total liabilities $ -$ (53)$ -$ （53),Total liabilities $ -$ (53)$ -$ （53),Total liabilities $ -$ (53)$ -$ （53),
"Fair value of plan assets $3,553","Fair value of plan assets $3,553","Fair value of plan assets $3,553","Fair value of plan assets $3,553",
