Metric,Metric,Metric,"At December 31, 2020"
Category,Category,,"At December 31, 2020"
Employees,Employees by geography,Americas,48 12
Employees,(thousands),Asia Pacific EMEA,8
Culture,Employee engagement2,% Proud to work at Morgan Stanley,88%
Diversity and Inclusion,Global gender representation,% Female,39%
Diversity and Inclusion,U.S.ethnic diversity,% Female officer,26%
Diversity and Inclusion,U.S.ethnic diversity,% Ethnically diverse4,30%
Diversity and Inclusion,representation,% Ethnically diverse officer,24%
Retention,Voluntary attrition in 2020,% Global,7%
Retention,Tenure,Management Committee average length of service,
Retention,Tenure,(years) All employees,19
Retention,Tenure,average length of service (years) Total compensation,7
Compensation,Compensation and benefits,and benefits expense in 2020 (millions),"$ 20,854"
