,Years to Maturity,Years to Maturity,Years to Maturity,Years to Maturity,
,Less,,,,
$ in millions Credit derivatives,than 1,1-3,3-5,Over5,Total
Other credit contracts,$,,,"24,428$ 43,350 $116,780 $ 38,830$ 223,388",
Non-credit derivatives,,"194 1,308,747 1,010,126","337,949","91 805,802",285
Standby letters of credit and other financial,,,,,"3,462,624"
guarantees issued1,"1,136","1,395","1,217","3,676","7,424"
Market value guarantees,87,25,,,112
Liquidity facilities,"4,425",,,,"4,425"
Whole loan sales guarantees,,,24,"23,157","23,181"
Securitization representations and warranties,,,,"66,556","66,556"
General partner guarantees,150,120,32,118,420
Client clearing guarantees,87,,,,87
,,,,,Carrying Amount
$ in millions,,,,,Asset (Liability)
Credit derivatives²,,,,,"$1,227"
Other credit contracts,,,,,(4)
Non-credit derivatives²,,,,,"(65,640)"
Standby letters of credit and other financial guarantees issued1,,,,,111
Market value guarantees,,,,,二
Liquidity facilities,,,,,5
Whole loan sales guarantees,,,,,二
Securitization representations and warranties?,,,,,(42)
General partner guarantees,,,,,
,,,,,（70)
Client clearing guarantees,,,,,一
