$in billions,Assets,Assets,Assets,Assets
$in billions,Bilateral OTC,Cleared OTC,Exchange- Traded,Total
Designated as accounting hedges,,,,
Interest rate,$,14$,94$,$ 108
Foreign exchange,2,,1,2
Total,16,,94,110 一
Not designated as accounting hedges,,,,
Interest rate,"4,230","7,398",732,"12,360"
Credit,136,,79,二 215
Foreign exchange,"2,667",,91 10,"2,768"
Equity,429,,一 419,848
Commodity and other,99,1,61,160
Total,"7,561","7,568","1,222","16,351"
Total gross derivatives,"$ 7,577","$ 7,662","$ 1,222","$ 16,461"
