$ in millions,"At December 31,2020","At December 31,2020","At December 31,2020","At December 31,2020"
$ in millions,Level 1,Level2,Level3,Total
Assets Cash and cash equivalents1,$,4$ 一,$,$ 4
U.S.government and agency securities,"3,038",321,,"3,359"
Corporate and other debt-CDO,,4,1,4
Derivative contracts,,,2 1,2
Other investments,,,1 61,61
Other receivables1,1,,53 一,53
Total,"$3,042 $",380$,,"61$3,483"
Assets Measured at NAV Commingled trust funds:,,,,
Money market Foreign funds:,,,,48
Fixed income,,,,169
Liquidity,,,,54
Targeted cash flow,,,,250
Total,,,,$ 521
Liabilities Other payables1,,,(19),(19)
Total liabilities,$ 一$,,(19)$ -$,(19)
Fair value of plan assets,,,,"$ 3,985"
