,"At December 31,2019","At December 31,2019","At December 31,2019","At December 31,2019",
,Carrying Value,Fair Value,Fair Value,Fair Value,Fair Value
,Carrying Value,Level 1,Level2,Level 3,Total
$ in millions Financial assets,,,,,
Cash and cash equivalents$,"82,171","$82,171",$ 一,$,"$82,171"
Investment securities-,,,,,
HTM,"43,502","30,661","12,683",789,"44,133"
Securities purchased,,,,,
underagreementsto resell,"88,220",,"86,794","1,442","88,236"
Securities borrowed,"106,549",,"106,551",,"106,551"
Customer and other,,,,,
receivables,"51,134",,"48,215","2,872","51,087"
Loans,"130,637",,"22,293","108,059","130,352"
Other assets,495,,495,,495
Financial liabilities,,,,,
Deposits $,"188,257$",,"$188,639 $",,"$188,639"
Securities sold under agreementsto,,,,,
repurchase,"53,467",,"53,486",,"53,486"
Securities loaned,"8,506",,"8,506",一,"8,506"
Other secured financings,"6,889",一,"6,800",92,"6,892"
Customer and other,,,,,
payables1,"195,035",,"195,035",,"195,035"
Borrowings,"128,166",,"133,563",10,"133,573"
,Commitment Amount,,,,
Lending commitments,"$ 119,004",$ -$,748$,338$,"1,086"
