,"AtDecember31,2020","AtDecember31,2020","AtDecember31,2020","AtDecember31,2020"
,RML,CML,U.S.Agency CMO,CLN and Other1
Sin millions SPE assets (UPB)²,,"$7,515 $84,674 $",,"21,061 $12,978"
Retained interests,,,,
Investment grade,$,49$ 822$,615$,
Non-investment grade,,16 195,一,114
Total,$,"65$1,017 $",615$,114
Interests purchased in the secondary market,,,,
Investment grade,$,1$ 96$,116$,
Non-investment grade,43,80,二,
Total,$,43$ 176$,116$,21 21
Derivative assets,$,-$ 一$,-$,400
Derivative liabilities,,1,1,436
,,,"December 31,2019",
,,,U.S.Agency,CLNand
$inmillions,RML,"CML $ 9,850 $86,203 $",CMO,Other1
SPE assets (UPB)²,,,,"19,132 $8.410"
Retained interests Investment grade,$,29$ 720$,"2,376 $",
Non-investment grade,,17 254,,1
Total,$,46$ 974$,2.376$,92
,,,,93
Interests purchased in the secondary market,$,6$ 197$,77$,
Investment grade,75,51,,
Non-investment grade,$,81$ 248$,77$,
Total Derivative assets,$,-$ -$,-$,一
Derivative liabilities,,,,339 145
,,,"Fair Value at December 31,2020",
$ in millions,,Level 2,Level3,
Retained interests,,,,Total
Investment grade,$,663$,1$,663
Non-investment grade,,6,63,69
Total,$,669$,63$,732
Interests purchased in the secondary market,,,,
Investment grade,$,196$,16$,212
Non-investment grade,,62,82,144
Total,$,258$,98$,356
Derivative assets,$,388$,12$,400
Derivative liabilities,,435,1,436
,,,"Fair Value at December 31,2019",
$in millions,,Level2,Level3,Total
Retained interests,,,,
Investment grade,$,"2,401 $",4$,"2,405"
Non-investment grade,,6,97,103
Total,$,"2,407$",101$,2.508
Interests purchased in the secondary market,,,,
Investment grade,$,278 $,2$,280
Non-investment grade,,68,58,126
Total,$,346$,60$,406
Derivative assets,$,337 $,2$,339
Derivative liabilities,,144,1,145
