Glossary of Common Terms and Acronyms,Glossary of Common Terms and Acronyms,Morgan Stanley,Morgan Stanley
ABS,Asset-backed securities,FFELP,Federal Family Education Loan Program
ACL,Allowance for credit losses,FFIEC,Federal Financial Institutions Examination Council
AFS,Available-for-sale,FHC,Financial Holding Company
AML,Anti-money laundering,FICC,Fixed Income Clearing Corporation
AOCI,Accumulated other comprehensive income (loss),FICO,Fair Isaac Corporation
AUM,Assets under management or supervision,Financial statements,Consolidated financial statements
Balance sheets,Consolidated balance sheets,FVA,Funding valuation adjustment
BHC,Bank holding company,G-SIB,Global systemically important banks
bps,Basis points; one basis point equals 1/100th of 1%,HELOC,Home Equity Line of Credit
Cash flow statements,Consolidated cash flow statements,HQLA,High-quality liquid assets
CCAR,Comprehensive Capital Analysis and Review,HTM,Held-to-maturity
CCyB,Countercyclical capital buffer,/E,Intersegment eliminations
CDO,"Collateralized debt obligation(s), including",IHC,Intermediate holding company
,Collateralized loan obligation(s) Credit default swaps,IM Income,Investment Management Consolidated income statements
CDS CECL,"Current Expected Credit Losses, as",statements,
,calculated under the Financial Instruments-Credit Losses accounting update,IRS IS,Internal Revenue Service Institutional Securities
CFTC,U.S. Commodity Futures Trading,LCR,"Liquidity coverage ratio, as adopted by the"
CLN,Commission Credit-linked note(s),LIBOR,U.S. banking agencies London Interbank Offered Rate
CLO,Collateralized loan obligation(s),LTV,Loan-to-value
CMBS,Commercial mortgage-backed securities,M&A,"Merger,acquisition and restructuring"
CMO,Collateralized mortgage obligation(s),,"transaction Morgan Stanley Bank, N.A."
CVA,Credit valuation adjustment,MSBNA,Morgan Stanley & Co. LLC
DVA,Debt valuation adjustment,MS&Co.,Morgan Stanley & Co. International plc
EBITDA,"Earnings before interest, taxes,",MSIP MSMS,"Morgan Stanley MUFG Securities Co.,"
ELN,depreciation and amortization Equity-linked note(s),MSPBNA,"Ltd. Morgan Stanley Private Bank, National"
EMEA,"Europe,Middle East and Africa",,Association
EPS,Earnings per common share,MSSB,"Morgan Stanley Smith Barney LLC Mitsubishi UFJ Financial Group, Inc."
E.U.,European Union,MUFG,
FDIC,Federal Deposit Insurance Corporation,MUMSS,"Mitsubishi UFJ Morgan Stanley Securities Co., Ltd."
MWh,Megawatt hour,RWA,Risk-weighted assets
N/A,Not Applicable,SEC,U.S. Securities and Exchange Commission
N/M,Not Meaningful,SLR,Supplementary leverage ratio
NAV,Net asset value,SOFR,Secured Overnight Financing Rate
Non-GAAP,Non-generally accepted accounting principles,S&P,Standard & Poor's
NSFR,"Net stable funding ratio, as adopted by the",SPE,Special purpose entity
OCC,U.S. banking agencies Office of the Comptroller of the Currency,SPOE,Single point of entry
OCI,Other comprehensive income (loss),TDR,Troubled debt restructuring
OIS,Overnight index swap,TLAC,Total los-absorbing capacity
OTC,Over-the-counter,U.K.,United Kingdom
PRA,Prudential Regulation Authority,UPB,Unpaid principal balance
PSU,Performance-based stock unit,U.S.,United States of America
RMBS,Residential mortgage-backed securities,U.S. GAAP,Accounting principles generally accepted in the United States of America
ROE,Return on average common equity,VaR,Value-at-Risk
ROTCE,Return on average tangible common,VIE,Variable interest entity
,equity,WACC,Implied weighted average cost of capital
ROU,Right-of-use,WM,Wealth Management
RSU,Restricted stock unit,,
