$ in millions,"At December 31,2019","At December 31,2019","At December 31,2019","At December 31,2019"
$ in millions,Level 1,Level 2,Level 3 Netting1,Total
Liabilitiesat fair value,,,,
Deposits,$,"$ 1,920 $",179$,"- $ 2,099"
Trading liabilities:,,,,
U.S.Treasury and agency securities,"11,191",,,"11,225"
Other sovereign,,34,,
government obligations,"21,837","1,332",1,"23,170"
Corporate and other,,,,
debt,,"7,410",,"7,410"
Corporate equities³,"63,002",79,36,"一 63,117"
Derivative and other contracts:,,,,
Interest rate,"1,144","171,025",462,"172,631"
Credit,,"7,391",530,"7,921"
Foreign exchange,6,"67,473",176,"67,655"
Equity,"1,200","49,062","2,606","52,868"
Commodity and other,"1,194","7,118","1,312","9,624"
Netting1,"(2,794)","(235,947)",(993),"(42,531) (282,265)"
Total derivative and,,,,
other contracts,750,"66,122","4,093","(42,531) 28,434"
Total trading liabilities,"96,780","74,977","4,130","(42,531) 133,356"
Securities sold under agreementsto,,,,
repurchase,,733,,733
Other secured financings,,"7,700",109,"7,809"
Borrowings,,"60,373","4,088","64,461"
Total liabilities at fair,,,,
value,"$96,780",,"$145,703 $ 8,506 $(42,531) $208,458",
