$in millions,20181,20181,20181,20181,20181,
$in millions,Pre-tax Gain (Loss),Income Tax Benefit (Provision),After-tax Gain (Loss),Non- controlling Interests,Net,
CTA,,,,,,
OCl activity,$,(11) $,(79)$,(90) $,,24$ (114)
Reclassified to earnings,1,,1,1,,一 1
Net OCI Change in net unrealized gains (losses)on AFS securities,$,(11)$,(79)$,(90)$,,24$(114)
OCl activity,$,(346) $,80 $,(266) $,,$ (266)
Reclassified to earnings,,(8）,2,(6),,(6)
Net OCI,$(354) $,,82$,(272) $,,-$ (272)
Pension and other OCl activity,$ 156,$,(37) $,119,$,119
Reclassified to earnings,,26,(8),18,,$
Net OCI,$,182$,(45)$,137$,,18 一$ 137
Change in net DVA,,,,,,
OCl activity,"$1,947",$,"(472) $ 1,475 $",,,"63 $1,412"
Reclassified to earnings Net OCI,"56 $2,003",$,(14) (486),"42 $1,517",一 $,"42 63$1,454"
