,2020 versus 2019,2020 versus 2019,2020 versus 2019
,Increase (Decrease) Dueto Change in:,Increase (Decrease) Dueto Change in:,Increase (Decrease) Dueto Change in:
$in millions,Volume,Rate,Net Change
Interest earning assets Investment,,,
securities1,$ 744$,(637) $,107
Loans1,883,"(1,524)",(641)
Securities purchased under agreements to reselland Securities borrowed2:,,,
U.S.,(275),"(3,048)","(3,323)"
"Non-U.S. Trading assets,netof Trading liabilities?:",(24),(332),(356)
U.S.,(39),(492),(531)
Non-U.S.,200,(151),49
Customer receivables and Other4:,,,
U.S.,"1,152","(2,661)","(1,509)"
Non-U.S.,85,(817),(732)
Change in interest income,"$ 2,726 $","(9,662) $","(6,936)"
Interestbearing liabilities,,,
Deposits1,$ 642$,"(1,574) $",(932)
"Borrowings1, 5",255,"(2,057)","(1,802)"
Securities sold under agreements to repurchase and Securities loaned6:,,,
U.S.,(145),"(1,239)","(1,384)"
Non-U.S.,(75),(167),(242)
Customer payables and Other7:,,,
U.S.,109,"(3,077)","(2,968)"
Non-U.S.,(4),"(1,223)","(1,227)"
Change in interest expense,$,"782$ (9,337) $","(8,555)"
Change in net interest income,$,"1,944$ (325) $","1,619"
