Signature,"/s/Jeffrey P.Bezos Jeffrey P.Bezos,Chairman and Chief Executive Officer"
Signature,"/s/ Brian T. Olsavsky Brian T. Olsavsky,Senior Vice President"
Signature,"/s/Shelley L.Reynolds Shelley L.Reynolds,Vice President"
Signature,"Tom A. Alberg,Tom A. Alberg,Director"
Signature,"John Seely Brown,John Seely Brown,Director"
Signature,"Jamie S.Gorelick,Jamie S. Gorelick,Director"
Signature,"Daniel P.Huttenlocher,Daniel P. Huttenlocher,Director"
Signature,"Judith A.McGrath,Judith A. McGrath,Director"
Signature,"Jonathan J.Rubinstein Jonathan J.Rubinstein,Director"
Signature,"Thomas O.Ryder,Thomas O. Ryder,Director"
Signature,"Patricia Q. Stonesifer,Patricia Q. Stonesifer,Director"
Signature,"Wendell P.Weeks,Wendell P. Weeks,Director"
