,Year Ended,Year Ended,Year Ended
,"September 26, 2021","September 27, 2020","September 29, 2019"
Net income,"$ 9,043","$ 5,198 $","4,386"
"Other comprehensive (loss) income, net of income taxes:",,,
Foreign currency translation gains (losses),40,60,(110)
Net unrealized (losses) gains on certain available-for-sale securities,(5),22,(6)
Net unrealized (losses) gains on derivative instruments,(53),29,26
Other (losses) gains,(2),7,(19)
Other reclassfications included in netincome,(59),(11),(5)
Total other comprehensive (loss) income,（79,107,(114)
Comprehensive income,$ 8.964,"$ 5,305","$ 4,272"
