,Wells Fargo&Company,Wells Fargo&Company,Wells Fargo&Company,Wells Fargo&Company,Wells Fargo&Company,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A."
,Standardized Approach,Standardized Approach,Advanced Approach,Advanced Approach,Standardized Approach,Standardized Approach,Advanced Approach,Advanced Approach
"(in millions,except ratios)","December31, 2021","December31, 2020","December31, 2021","December31, 2020","December31, 2021","December31, 2020","December31, 2021","December31, 2020"
Regulatory capital:,,,,,,,,
Common Equity Tier 1,"140,643","138,297","140,643","138,297","149,318","150,168","149,318","150,168"
Tier1,"159,671","158,196","159,671","158,196","149,318","150,168","149,318","150,168"
Total,"196,308","196,660","186,580","186,934","173,044","173,719","163,213","164,412"
Assets:,,,,,,,,
Risk-weighted assets,"1,239,026","1,193,744","1,116,068","1,158,355","1,137,839","1,085,599","965,511","1,012,751"
Adjusted average assets,"1,915,585","1,900,258","1,915,585","1,900,258","1,758,479","1,735,406","1,758,479","1,735,406"
Regulatory capital ratios:,,,,,,,,
Common Equity Tierl capital,11.35% *,11.59,12.60,11.94,13.12*,13.83,15.47,14.83
Tier 1 capital,12.89,13.25,14.31,13.66,13.12*,13.83,15.47,14.83
Total capital,15.84,16.47,16.72,16.14,15.21*,16.00,16.90,16.23
Required minimum capital ratios:,,,,,,,,
Common Equity Tierl capital,9.60,9.00,9.00,9.00,7.00,7.00,7.00,7.00
Tier l capital,11.10,10.50,10.50,10.50,8.50,8.50,8.50,8.50
Total capital,13.10,12.50,12.50,12.50,10.50,10.50,10.50,10.50
,,,Wells Fargo&Company,Wells Fargo&Company,,,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A."
,"December 31,2021","December 31,2021","December 31,2020","December 31,2020","December 31,2021","December 31,2021","December 31,2020","December 31,2020"
Regulatory leverage:,,,,,,,,
Total leverage exposure (2),,,,,"2,133,798","2,133,798","2,041,952","2,041,952"
Supplementary leverage ratio (SLR) (2),,,,,,,,
Tier l leverage ratio (3),,,,,7.00 8.49,7.00 8.49,7.35 8.65,7.35 8.65
Required minimum leverage:,,,,,,,,
Supplementary leverage ratio,,,,,,,6.00,6.00
Tier l leverage ratio,,,,,,,,
