,"Year ended December 31,2020","Year ended December 31,2020","Year ended December 31,2020","Year ended December 31,2020","Year ended December 31,2019","Year ended December 31,2019","Year ended December 31,2019","Year ended December 31,2019"
,,Effect of accounting policy changes ($),Effect of accounting policy changes ($),,,Effect of accounting policy changes ($),Effect of accounting policy changes ($),
"($ in millions,except per share amounts)",As reported,LIHTC,Solar,As revised,As reported,LIHTC,Solar,As revised
Selected Income Statement Data,,,,,,,,
Interest income-loans,"34,109",一,121,"34,230","44,146",1,72,"44,218"
Noninterest income,"32,505","1,507",296,"34,308","37,832","1,486",211,"39,529"
Income tax expense (benefit),"(3,005)","1,431",417,"(1,157)","4,157","1,321",283,"5,761"
Net income,"3,301",76,1,"3,377","19,549",166,1,"19,715"
Earnings per common share,0.42,0.01,1,0.43,4.08,0.04,1,4.12
Diluted earnings per common share,0.41,0.02,一,0.43,4.05,0.04,一,4.09
,,,,,,"At December 31,2020","At December 31,2020","At December 31,2020"
,,,,,,Effect of accounting policychanges ($),,
,,,,,As reported,LIHTC,Solar,As revised
Selected Balance Sheet Data,,,,,,,,
Equity securities,,,,,"62,260",(275),"(1,977)","60,008"
Accrued expenses and other liabilities,,,,,"76,404",(67),"(1,977)","74,360"
Retained earnings,,,,,"162,890",(207),一,"162,683"
