Net interest income,Long term debt,Total recorded in net income,Total recorded in OCI
(in millions),Loans,Long term debt,"Derivative gains (losses),Derivative gains (losses)"
"Year ended December 31, 2021","$ 28,634","(3,173)","N/A,212"
Interest rate contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,(137),—,"(137),137"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,7"
Total gains (losses) (pre-tax) on interest rate contracts,(137),—,"(137),144"
Foreign exchange contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,—,(6),"(6),6"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,(19)"
Total gains (losses) (pre-tax) on foreign exchange contracts,—,(6),"(6),(13)"
Total gains (losses) (pre-tax) recognized on cash flow hedges,$ (137),(6),"(143),131"
"Year ended December 31, 2020","$ 34,230","(4,471)","N/A,198"
Interest rate contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,(215),4,"(211),211"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,—"
Total gains (losses) (pre-tax) on interest rate contracts,(215),4,"(211),211"
Foreign exchange contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,—,(8),"(8),8"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,10"
Total gains (losses) (pre-tax) on foreign exchange contracts,—,(8),"(8),18"
Total gains (losses) (pre-tax) recognized on cash flow hedges,$ (215),(4),"(219),229"
"Year ended December 31, 2019","$ 44,218","(7,350)","N/A,275"
Interest rate contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,(291),1,"(290),290"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,—"
Total gains (losses) (pre-tax) on interest rate contracts,(291),1,"(290),290"
Foreign exchange contracts:,,,
Realized gains (losses) (pre-tax) reclassified from OCI into net income,—,(9),"(9),9"
Net unrealized gains (losses) (pre-tax) recognized in OCI,N/A,N/A,"N/A,(21)"
Total gains (losses) (pre-tax) on foreign exchange contracts,—,(9),"(9),(12)"
Total gains (losses) (pre-tax) recognized on cash flow hedges,$ (291),(8),"(299),278"
