Discount rate,1.5,12.0,4.5
tsv,,,
"($ in millions, except cost to service amounts)",Valuation Technique,Significant Unobservable Input,"Range of Inputs,Weighted Average"
Fair Value Level 3,,,
"December 31, 2021",Discounted cash flow,Discount rate,"0.4 - 12.5 %,5.5"
Trading and available-for-sale debt securities,$ 136,,
Vendor priced,11,,
280,,,
Market comparable pricing,Comparability adjustment,(30.2) - 19.2,
Discounted cash flow,Default rate,0.0 - 29.2 %,1.2
Discount rate,1.6 - 11.9,,
Loss severity,0.0 - 46.9,15.4,
Prepayment rate,7.5 - 18.2,13.1,
Loans held for sale,"1,033",,
Mortgage servicing rights (residential),Discounted cash flow,Cost to service per loan (1),"$ 54 - 585,106"
Discount rate,5.8 - 8.8 %,6.4,
Prepayment rate (2),12.5 - 21.1,14.7,
Net derivative assets and (liabilities):,Discounted cash flow,Default rate,"0.0 - 5.0,2.1"
Interest rate contracts,Loss severity,50.0 - 50.0,50.0
Prepayment rate,2.8 - 22.0,18.7,
Interest rate contracts: derivative loan commitments,Discounted cash flow,Fall-out factor,"1.0 - 99.0,16.8"
Initial-value servicing,(74.8) - 146.0 bps,50.9,
Equity contracts,Discounted cash flow,Conversion factor,"(10.2) - 0.0 %,(9.7)"
Prepayment rate,2.8,-,"22.0,18.7"
Discounted cash flow,Fall-out factor,1.0,"-,99.0,16.8"
Discounted cash flow,Initial-value servicing,(74.8),"-,146.0,bps,50.9"
Discounted cash flow,Conversion factor,(10.2),"-,0.0,%,(9.7)"
Discounted cash flow,Weighted average life,0.5,"-,2.0,yrs,1.1"
Option model,Correlation factor,(77.0),"-,99.0,%,23.2"
Option model,Volatility factor,6.5,"-,72.0,%,29.1"
Market comparable pricing,Comparability adjustment,(21.6),"-,(7.7),(15.5)"
Interest rate contracts: derivative loan commitments,40,,
Equity contracts,253,,
Nonmarketable equity securities,"8,906",,
"Insignificant Level 3 assets, net of liabilities",9,,
"Total Level 3 assets, net of liabilities",$,"16,993",(3)
"December 31, 2020",,,
Trading and available-for-sale debt securities,$,"2,126",
Discounted cash flow,Discount rate,0.4,"-,14.7,%,3.6"
Discounted cash flow,Vendor priced,,
Market comparable pricing,Comparability adjustment,(39.8),"-,0.3,(8.4)"
Market comparable pricing,Multiples,7.2x,"-,12.1x,8.0x"
Loans held for sale,"1,234",,
Discounted cash flow,Default rate,0.0,"-,31.6,%,1.7"
Discounted cash flow,Discount rate,1.3,"-,12.0,4.5"
Discounted cash flow,Loss severity,0.0,"-,32.3,18.4"
Discounted cash flow,Prepayment rate,8.3,"-,23.6,15.1"
Mortgage servicing rights (residential),"6,125",,
Discounted cash flow,Cost to service per loan (1),$,"63,-,712,130"
Discounted cash flow,Discount rate,4.9,"-,8.3,%,5.8"
Loss severity,0.0,32.3,18.4
Prepayment rate,8.3,23.6,15.1
Discounted cash flow,Cost to service per loan (1),$,"63,712,130"
Discount rate,4.9,8.3,5.8
Prepayment rate (2),14.3,22.8,19.9
Net derivative assets and (liabilities): Interest rate contracts,206,,
Discounted cash flow,Default rate,0.0,"6.0,1.7"
Loss severity,50.0,50.0,50.0
Prepayment rate,2.8,22.0,18.2
Interest rate contracts: derivative loan commitments,240,,
Discounted cash flow,Fall-out factor,1.0,"99.0,28.8"
Initial-value servicing,(51.6),268.0,"bps,65.5"
Equity contracts,220,,
Discounted cash flow,Conversion factor,(8.6),"0.0,%,(8.2)"
Weighted average life,0.5,2.0,"yrs,1.0"
Option model,Correlation factor,(77.0),"99.0,%,24.8"
Volatility factor,6.5,96.6,26.4
Nonmarketable equity securities,"9,228",,
Market comparable pricing,Comparability adjustment,(20.3),"(3.2),(13.8)"
"Insignificant Level 3 assets, net of liabilities",44,,
"Total Level 3 assets, net of liabilities",$,"19,930",(3)
