Structured notes (1),"5,874","8,081"
December 31,2021   2020,
(in millions)   Maturity date(s)   Stated interest rate(s),,
Wells Fargo & Company (Parent only)   Fixed-rate notes   2022-2045   0.38-6.75%   $   62,"525   84,892",
Wells Fargo & Company (Parent only)   Floating-rate notes   2022-2048   0.00-1.36%   5,"535   13,736",
Wells Fargo & Company (Parent only)   FixFloat notes   2024-2051   0.81-5.01%   43,"010   43,917",
Wells Fargo & Company (Parent only)   Structured notes (1)   5,"874   8,081",
Wells Fargo & Company (Parent only)   Total senior debt – Parent   116,"944   150,626",
Total senior debt – Parent,"116,944","150,626"
Subordinated,,
Fixed-rate notes (2),2023-2046,"3.45-7.57%,27,970,29,874"
Total subordinated debt – Parent,"27,970","29,874"
Junior subordinated,,
Fixed-rate notes,2029-2036,"5.95-7.95%,1,041,1,382"
Floating-rate notes,2027,"0.62-1.12%,331,330"
Total junior subordinated debt – Parent (3),"1,372","1,712"
Total long-term debt – Parent (2),"146,286","182,212"
"Wells Fargo Bank, N.A., and other bank entities (Bank)",,
Total long-term debt - Parent (2),"146,286","182,212"
Senior,,
Fixed-rate notes,"7,644",
Floating-rate notes,2038-2053,"0.00%,116,3,747"
FixFloat notes,"2,841",
Fixed-rate advances - Federal Home Loan Bank (FHLB),31,
Structured notes (1),307,792
Finance leases,2022-2029,"1.13-17.78%,26,28"
Total senior debt - Bank,449,"15,083"
Total senior debt – Bank\t449\t15,083,
Fixed-rate notes\t2023-2038\t5.25-7.74%\t5,"387\t5,775",
Total subordinated debt – Bank\t5,"387\t5,775",
Floating-rate notes\t2027\t0.73-0.77%\t388\t375,,
Total junior subordinated debt – Bank (3)\t388\t375,,
Long-term debt issued by VIE – Floating rate\t2037\t0.24-0.25%\t149\t203,,
Mortgage notes and other debt (4)\t2022-2059\t0.24-9.03%\t6,"485\t5,694",
Total long-term debt – Bank\t$ 12,"858\t27,130",
