New York (NY),NY13,13. Rockland County
New York (NY),NY14,14. Staten Island
New York (NY),NY15,15. Westchester County
New York (NY),NY16,16. Southern Nassau County
New York (NY),NY17,17. Northern Nassau County
New York (NY),NY18,18. Central Nassau County
New York (NY),NY19,19. Northwest Suffolk County
New York (NY),NY20,20. Southwest Suffolk County
New York (NY),NY21,21. East Suffolk County
New York (NY),NY22,22. Southeast Brooklyn
New York (NY),NY23,23. West Brooklyn
New York (NY),NY24,24. Northeast Brooklyn
New York (NY),NY25,25. East Bronx
New York (NY),NY26,26. West Bronx
New York (NY),NY27,27. Manhattan
New York (NY),NY28,28. South Queens
New York (NY),NY29,29. Northwest Queens
New York (NY),NY30,30. Northeast Queens
