,2021,2021
2.300% Senior Notes due May 2022,$ 800$,2020 800
2.750% Senior Notes due May 2024,"1,000","1,000"
3.000% Senior Notes due May 2027,"1,000","1,000"
1.375% Senior Notes due June 2027,"1,250","1,250"
,,"1,750"
1.600% Senior Notes due April 2030,"1,750",
1.750% Senior Notes due April 2032,"1,000","1,000"
Other long-term debt,731,857
Total long-term debt,"7,531","7,657"
Less unamortized debt discounts and issuance costs,40,48 95
"Less current portion(1) Long-term debt, excluding current portion","799 $ 6,692","$ 7,514"
