1988 UN Drug Convention,1988 United Nations Convention against Illicit Traffic in Narcotic Drugs and Psychotropic Substances
AML,Anti-Money Laundering
APG,Asia/Pacific Group on Money Laundering
ARS,Alternative Remittance System
BMPE,Black Market Peso Exchange
CBP,Customs and Border Protection
CDD,Customer Due Diligence
CFATF,Caribbean Financial Action Task Force
CFT,Combating the Financing of Terrorism
CTR,Currency Transaction Report
DEA,Drug Enforcement Administration
DHS,Department of Homeland Security
DHS/HSI,Department of Homeland Security/Homeland Security Investigations
DNFBP,Designated Non-Financial Businesses and Professions
DOJ,Department of Justice
DOS,Department of State
EAG,Eurasian Group to Combat Money Laundering and Terrorist Financing
EC,European Commission
ECOWAS,Economic Community of West African States
EO,Executive Order
ESAAMLG,Eastern and Southern Africa Anti-Money Laundering Group
EU,European Union
FATF,Financial Action Task Force
FBI,Federal Bureau of Investigation
FinCEN,Department of the Treasury's Financial Crimes Enforcement Network
FIU,Financial Intelligence Unit
FTZ,Free Trade Zone
GABAC,Action Group against Money Laundering in Central Africa
GAFILAT,Financial Action Task Force of Latin America
