Area administered byTurkish Cypriots,Y,Y,Y,Y,Y,N,N,Y,N,N/A,N/A,N/A,N/A,N
gaereerng rg seiat,enernnie,dnnrr,(rrpeesssisesser,wrerrsperer eieierer,rrretlnreeeteeegesetrenr,eneeeeiieeseetdhorr,eerereeeeenn,i,s sessensset,nrrieeren,srlngnerelt,Jn oi edeae,tNn oedeee,eserrerneeeeeigeeennnnirerielere
Govt/Jurisdiction,,,,,,,,,,,,,,
Dominica,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
DominicanRepublic,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Ecuador,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
El Salvador,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Georgia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Ghana,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Guatemala,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Guyana,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
Haiti,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
Honduras,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Hong Kong5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
India,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Indonesia,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Iran,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N/A
Italy,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Jamaica,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Kazakhstan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
geaeeeerr gg geriaet,eern ren,ndneroisnnsn,rpreseseoidseseen,weroreeeciereier,rrenrnrrneeeteeesetera,eeeeeeenpo dnrg,eetrereeeogbeeenen,seis,fers sssesrseeet,nnrugiseereeinn,rnee,nn Oedaes,ren oedeae,eerirenrnsterrrettrrlperelraat'r ertsiteste
Govt/Jurisdiction,,,,,,,,,,,,,,
