1988 UN DrugConvention,1988 United Nations Convention against Ilicit Traffic in NarcoticDrugs and Psychotropic Substances
AML,Anti-Money Laundering
APG,Asia/Pacific Group on Money Laundering
ARS,Alternative Remittance System
BMPE,Black Market Peso Exchange
CBP,Customs and Border Protection
CDD,Customer Due Diligence
CFATF,Caribbean Financial Action Task Force
CFT,Combating the Financing of Terrorism
CTR,Currency Transaction Report
DEA,Drug Enforcement Administration
DHS,Department of Homeland Security
DHS/HSI,Department of Homeland Security/Homeland Security Investigations
DNFBP,Designated Non-Financial Businesses and Professions
DOJ,Department of Justice
DOS,Department of State
EAG,Eurasian Group to Combat Money Laundering and Terrorist Financing
EC,European Commission
ECOWAS,Economic Community of West African States
EO,Executive Order
ESAAMLG,Eastern and Southern Africa Anti-Money Laundering Group
EU,European Union
FATF,Financial Action Task Force
FBI,Federal Bureau of Investigation
FinCEN,Department of the Treasury's Financial Crimes Enforcement Network
FIU,Financial Intelligence Unit
FTZ,Free Trade Zone
GABAC,Action Group against Money Laundering in Central Africa
GAFILAT,Financial Action Task Force of Latin America
GDP,Gross Domestic Product
GIABA,Inter Governmental Action Group against Money Laundering
IBC,International Business Company
ILEA,International Law Enforcement Academy
IMF,International Monetary Fund
INCSR,International Narcotics Control Strategy Report
INL,Bureau of International Narcotics and Law Enforcement Affairs
IRS,Internal Revenue Service
IRS-CI,"Internal Revenue Service, Criminal Investigations"
ISIL,Islamic State of Iraq and the Levant
KYC,Know-Your-Customer
MENAFATF,Middle East and North Africa Financial Action Task Force
MER,Mutual Evaluation Report
MLAT,Mutual Legal Asstance Treaty
MONEYVAL,Committee of Experts on the Evaluation of Anti-Money LaunderingMeasures and the Financing of Terrorism
MOU,Memorandum of Understanding
MSB,Money Service Business
MVTS,Money or Value Transfer Service
NGO,Non-Governmental Organization
NPO,Non-Profit Organization
OAS,Organization of American States
OAS/CICAD,OAS Inter-American Drug Abuse Control Commission
OECD,Organization for Economic Cooperation and Development
OFAC,Office of Foreign Assets Control
OPDAT,"Office of Overseas Prosecutorial Development, Assistance andTraining"
OTA,Office of Technical Assistance
PEP,Politically Exposed Person
SAR,Suspicious Activity Report
STR,Suspicious Transaction Report
TBML,Trade-Based Money Laundering
TTU,Trade Transparency Unit
UN,United Nations
UNCAC,United Nations Convention against Corruption
UNGPML,United Nations Global Programme against Money Laundering
UNODC,United Nations Office on Drugs and Crime
UNSCR,United Nations Security Council Resolution
UNTOC,United Nations Convention against Transnational Organized Crime
USAID,United States Agency for International Development
