Reconciliation of Adjusted EBITDA and Cash Available for Distribution to Net Income,2020,2020,2018,2018
Reconciliation of Adjusted EBITDA and Cash Available for Distribution to Net Income,,,,
Reconciliation of Adjusted EBITDA and Cash Available for Distribution to Net Income,,556$,546$,482
Net income,Net income,Net income,Net income,Net income
Add:,,,,
Loss (gain) from revision of ARO and disposition of fixed assets,,,2,(3)
Allowance oil reduction to net realizable value,,8,1,5
"Depreciation, amortization and accretion",,61,49,46
Interest income,,(23),(4,(2)
Interest expense Income tax expense,93,,96,64
,,,,1
Cash distribution received from equity method investments,541,,466,301
Less:,Less:,Less:,Less:,Less:
Equity method distributions included in other income,37,,33,24
Income from equity method investments,417,,373,235
Adjusted EBITDA,782,,750,635
Less:,Less:,Less:,Less:,Less:
Adjusted EBITDA attributable to noncontrolling interests,15,,20,19
Adjusted EBITDA attributable to the Partnership,767,,730,616
Less:,Less:,Less:,Less:,Less:
Series A Preferred Units distribution,36,,,
Net interest paid by the Partnership(),93,,92,62
Income taxes paid atributable to the Partnership,,,,
Maintenance capex attributable to the Partnership,20,,28,25
Add:,Add:,Add:,Add:,Add:
Principal and interest payments received on financing receivables Net adjustments from volume deficiency payments attributable to the Partnership,23 17,,,
,,,(10),（4)
Reimbursements from Parent included in partners' capital,,,19,11
Cash available for distribution attributable to the Partnership's common unitholders,,658$,619$,536
