"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Mattox Pipeline Company LLC (\Mattox\"")""",SHLX Ownership
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Mattox Pipeline Company LLC (\Mattox\"")""",100.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Amberjack Pipeline Company LLC (\Amberjack\"") – Series A/Series B""",92.5 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Mattox Pipeline Company LLC (\Mattox\"")""",79.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Amberjack Pipeline Company LLC (\Amberjack\"") – Series A/Series B""",75.0 % / 50.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Mars Oil Pipeline Company LLC (\Mars\"")""",71.5 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Odyssey Pipeline L.L.C. (\Odyssey\"")""",71.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Bengal Pipeline Company LLC (\Bengal\"")""",50.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Crestwood Permian Basin LLC (\Permian Basin\"")""",50.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","LOCAP LLC (\LOCAP\"")""",41.48 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Explorer Pipeline Company (\Explorer\"")""",38.59 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Poseidon Oil Pipeline Company, L.L.C. (\Poseidon\"")""",36.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Colonial Enterprises, Inc. (\Colonial\"")""",16.125 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Proteus Oil Pipeline Company, LLC (\Proteus\"")""",10.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Endymion Oil Pipeline Company, LLC (\Endymion\"")""",10.0 %
"Pecten Midstream LLC (\Pecten\"")""","Sand Dollar Pipeline LLC (\Sand Dollar\"")""","Triton West LLC (\Triton\"")""","Zydeco Pipeline Company LLC (\Zydeco\"")""","Cleopatra Gas Gathering Company, LLC (\Cleopatra\"")""",1.0 %
