"2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)",,,
"2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)",Limited Partners’,Limited Partners’,Limited Partners’
"2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)",General Partner Common Units,General Partner Common Units,Total
"2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)","2020Limited Partners’General Partner Common Units Total(in millions of dollars, except per unit data)",(inmillions,"of dollars,except per",init data）
Distributions declared (l),$ 55 $,590$,645,,,
Distributions in excess of income,,(138),(138),,,
Net income attributable to the Partnership's common unitholders (basic),$ 55$,452,$ 507,,,
Dilutive effect of preferred units,,36,,,,
Net income attributable to the Partnership's common unitholders (diluted),Net income attributable to the Partnership's common unitholders (diluted),$ 488,,,,
Weighted average units outstanding - Basic,Weighted average units outstanding - Basic,353.5,,,,
Dilutive effect of preferred units,,38.2,,,,
Weighted average units outstanding - Diluted,,391.7,,,,
Net income per limited partner unit:,Net income per limited partner unit:,,,,,
Basic,Basic,$ 1.28,,,,
Diluted,Diluted,$ 1.25,,,,
