Liabilities,Liabilities,Liabilities
Current,,
Operating,Current operating lease liability - related party,"$ 1,148,752"
Operating,Current operating lease liability - third party,"122,027"
Finance,Current finance lease liability- related party,"1,259,427"
Noncurrent,,
Operating,Noncurrent operating lease liability - related party,"36,260,260"
Operating,Noncurrent operating lease liability - third party,"2,319,206"
Finance,Noncurrent finance lease liability - related party,"37,223,106"
Total lease liabilities,,"$ 78,332,778"
