"% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%",,,,,,,,,,,
"% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%","% of adults who say they generally classes in grades K-12ILiked science and math ■Liked science,disliked math■Disliked science,liked math ■Disliked science and mathU.S. adults 46 29% 11% 14%",29%,29%,29%,29%,29%,11%,11%,11%,11%,14%,14%
MenWomen,54,54,54,54,26,26,26,26,26,9,9,9,11,,,,,,,,,,,
MenWomen,39,31,31,31,31,13,13,13,13,13,16,16,16,,,,,,,,,,,
MenWomen,,,,,,,,,,,,,,,,,,,,,,,,
WhiteBlackHispanic,,,,,,,,,,,,,,,,,,,,,,,,
WhiteBlackHispanic,45,45,28,28,28,28,28,11,11,11,11,15,15,15,,,,,,,,,,
WhiteBlackHispanic,45,45,31,31,31,31,31,31,13,13,13,13,11,,,,,,,,,,,
WhiteBlackHispanic,,,,,,,,,,,,,,,,,,,,,,,,
WhiteBlackHispanic,46,46,31,31,31,31,31,31,11,11,11,11,12,,,,,,,,,,,
WhiteBlackHispanic,,,,,,,,,,,,,,,,,,,,,,,,
Ages 18-2930-4950-6465+,48,48,,27,27,27,27,27,10,10,10,,14,14,,,,,,,,,,
Ages 18-2930-4950-6465+,44,44,31,31,31,31,31,31,10,10,10,,14,14,,,,,,,,,,
Ages 18-2930-4950-6465+,45,45,31,31,31,31,31,31,11,11,11,13,13,,,,,,,,,,,
Ages 18-2930-4950-6465+,50,50,50,22,22,,13,13,13,13,13,14,14,,,,,,,,,,,
