U.S. adults,Has a STEM job,Does not have a STEM job,Not working,Margin of error in percentage points,Sample size
,Has a STEM job,Does not have a STEM job,Not working,4.914,2344
,Has a STEM job,Does not have a STEM job,Not working,4.914,2358
,Has a STEM job,Does not have a STEM job,Not working,4.914,212
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,Margin of error in percentage points,Sample size"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,4.1,1119"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,3.9,1225"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,3.1,1845"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,11.4,114"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,10.4,167"
Among those in STEM jobs,Men,Women,White,Black,"Hispanic,Asian,10.0,138"
Among those in STEM jobs,Men in computer jobs,Women in computer jobs,Margin of error in percentage points,Sample size,
Among those in STEM jobs,Men in computer jobs,Women in computer jobs,6.4,445,
Among those in STEM jobs,Men in computer jobs,Women in computer jobs,10.6,150,
Among those in STEM jobs,Women with a postgraduate degree,Women with a college degree,Women with some college or less,Margin of error in percentage points,Sample size
Among those in STEM jobs,Women with a postgraduate degree,Women with a college degree,Women with some college or less,7.2,368
Among those in STEM jobs,Women with a postgraduate degree,Women with a college degree,Women with some college or less,6.3,479
Among those in STEM jobs,Women with a postgraduate degree,Women with a college degree,Women with some college or less,6.7,378
Among those in STEM jobs,Women who work with mostly men,Women who work with mostly women,Women who work with an even mix of men and women,Margin of error in percentage points,Sample size
Among those in STEM jobs,Women who work with mostly men,Women who work with mostly women,Women who work with an even mix of men and women,9.4,208
Among those in STEM jobs,Women who work with mostly men,Women who work with mostly women,Women who work with an even mix of men and women,5.1,719
Among those in STEM jobs,Women who work with mostly men,Women who work with mostly women,Women who work with an even mix of men and women,8.0,290
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,Margin of error in percentage points,Sample size"
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,3.2,1239"
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,3.4,1119"
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,2.7,1642"
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,7.5,206"
Among those in non-STEM jobs,Men,Women,White,Black,"Hispanic,6.0,329"
