Model (with smoothing),Tokens,Tokens,Tokens,Types,Types,Types
Model (with smoothing),Precision,Recall,F-score,Precision,Recall,F-score
Boito et al. 2017,base,5.85 6.82,6.30,6.76,15.00,9.32
(reported) reverse,21.44,16.49,18.64,27.23,15.02,19.36
Boito et al. 2017 base,6.87,6.33,6.59,6.17,13.02,8.37
(reimplementation) reverse base,7.58,8.16,7.86,9.22,11.97,10.42
(reimplementation) reverse base,7.99,7.57,7.78,7.59,16.41,10.38
our single-task reverse $\mathrm { r e c o n s t r u c t i o n } + 0 . 2 \mathcal { L } _ { \mathrm { i n v } }$,11.31,11.82,11.56,9.29,14.75,11.40
our single-task reverse $\mathrm { r e c o n s t r u c t i o n } + 0 . 2 \mathcal { L } _ { \mathrm { i n v } }$,8.93,9.78,9.33,8.66,15.48,11.02
$\operatorname { r e c o n s t r u c t i o n } + 0 . 5 \mathcal { L } _ { \mathrm { i n v } }$,7.42,10.00,8.52,10.46,16.36,12.76
