"(Dollars in millions,except per share amounts)",Common Stock and,,,,Accumulated Other Comprehensive Income (Loss) Interest,Non- controlling
"(Dollars in millions,except per share amounts)",Common Stock and,Additional Paid-in,Retained,Treasury,Accumulated Other Comprehensive Income (Loss) Interest,Non- controlling
"(Dollars in millions,except per share amounts)",Common Stock and,Capital,"Earnings $36,296","Stock $ (23,308)",Accumulated Other Comprehensive Income (Loss) Interest,Non- controlling
"Balance at December 31,2015","$11,468","4,800",,,"(6,359)",$
Net income,"5,058",,"5,050",,,8
"Other comprehensive income (loss), net of tax:",,,,,,
Cumulative translation adjustment,(331),,,,(329),(2)
Defined benefit pension and post-retirement plans adjustment,(524),,,,(524),
Cash flow hedging instruments - unrealized gain (loss),(33),,,,(33),
"Total other comprehensive income (loss),ntoftax",(888),,,,,
"Dividends declared ($4.44 per share, Note 8)",(2.678),,"(2,678)",,,
Stock-based compensation,270,270,,,,
Reacquired stock,"(3,699)",,,"(3,699)",,
Issuances pursuant to stock option and benefit plans,812,,(761),"1,573",,
"Balance at December 31,2016","$ 10,343","5,070","$ 37,907","S (25,434)","(7,245)$",45
Net income,"4,869",,"4,858",,,11
"Other comprehensive income (loss), ntof tax:",,,,,,
Cumulative translation adjustment,373,,,,370,3
Defined benefit pension and post-retirement plans adjustment,52,,,,52,
Cash flow hedging instruments - unrealized gain (loss),(203),,,,(203),一
"Total other comprehensive income (loss), net of tax",222,,,,,
"Dividends declared ($4.70 per share, Note 8)",(2.803),,"(2,803)",,,
Stock-based compensation,291,291,,,,
Reacquired stock,(2.044),,,"(2,044)",,
Issuances pursuant to stock option and benefit plans,744,,(847),"1,591",,
"Balance at December 31, 2017","$ 11,622",5.361,"$ 39,115","$ (25,887)","(7,026)$",59
Net income,"5,363",,"5,349",,,14
"Other comprehensive income (loss), net of tax: Cumulative translation adjustment",(467),,,,(461),(6)
Defined benefit pension and post-retirement plans adjustment,444,,,,444,
Cash flow hedging instruments - unrealized gain (loss),176,,,,176,
"Total other comprehensive income (loss), net of tax",153,,"(3,193)",,,
"Dividends declared ($5.44 per share, Note 8)","(3,193)",,14,,,(15)
Transfer of ownership involving non-wholly owned subsidiaries,,291,,,,
Stock-based compensation,291,,,"(4,888)",,
Reacquired stock Issuances pursuant to stock option and benefit plans,"(4,888) 500",,(649),"1,149",,
"Balance at December 31,2018",9.848,"5,652","40,636","S (29,626)","(6,866)",$ 52
,,,,s,,
Supplemental share information Treasury stock,,,2018,2017,,2016
Beginning balance,,,"349,148,819","347,306,778",,"334,702,932"
Reacquired stock,,,"23,526,293",,"10,209,963","22,602,748"
Issuances pursuant to stock options and benefit plans,,,"(5,217,224)",,"(8,367,922)","(9,998,902)"
Ending balance,,,"367,457,888",,"349,148,819","347,306,778"
