,Qualified and Non-qualified Pension Benefits,Qualified and Non-qualified Pension Benefits,Qualified and Non-qualified Pension Benefits,Qualified and Non-qualified Pension Benefits,Postretirement Benefits,Postretirement Benefits
,United States,United States,International,International,Postretirement Benefits,Postretirement Benefits
(Millions) Amounts recognized in the Consolidated Balance Sheet as of,2018,2017,2018,2017,2018,2017
"Dec.31,",,,,,,
Non-current assets,$,,4$ 208,233$,,$
Accrued benefit cost,,,,,,
Current liabilities,(60),(53),(13),(12),(3),(4)
Non-current liabilities Ending balance,"(1,085) $ (1,145)","(1,625) (1,674)",(990) $ (795),(986) (765),(912),"(1,009) $ (1,013)"
,$,$,$,$,(915),(915)
,,,Qualified and Non-qualified,Qualified and Non-qualified,,
,United States,Pension Benefits,,International,,Postretirement Benefits
(Millions),2018,2017,2018,2017,2018,2017
Amounts recognized in accumulated other comprehensive,,,,,,
"income as of Dec. 31, Net actuarial loss (gain)",$,$,"$ 1,713$","1,720$",,584$
Prior service cost (credit),"5,374","5,921 (175)",(20),(40),(123),774 (163)
Ending balance,"(152) $ 5,222","$ 5,746","$ 1,693","1,680",461,$ 611
