/s/ Inge G. Thulin,Inge G. Thulin,Executive Chairman of the Board (Director),,
/s/ Michael F. Roman,Michael F. Roman,Chief Executive Officer,Director (Principal Executive Officer),","
/s/ Nicholas C. Gangestad,Nicholas C. Gangestad,Senior Vice President and Chief Financial Officer (Principal Financial Officer),,
/s/ Ippocratis Vrohidis,Ippocratis Vrohidis,Vice President,Controller and Chief Accounting Officer (Principal Accounting Officer),","
/s/ Sondra L. Barbour,Sondra L. Barbour,Director,,","
/s/ Thomas K. Brown,Thomas K. Brown,Director,,","
/s/ David B. Dillon,David B. Dillon,Director,,","
/s/ Michael L. Eskew,Michael L. Eskew,Director,,","
/s/ Herbert L. Henkel,Herbert L. Henkel,Director,,","
/s/ Amy E. Hood,Amy E. Hood,Director,,","
/s/ Edward M. Liddy,Edward M. Liddy,Director,,","
/s/ Dambisa F. Moyo,Dambisa F. Moyo,Director,,","
/s/ Gregory R. Page,Gregory R. Page,Director,,","
/s/ Patricia A. Woertz,Patricia A. Woertz,Director,,","
