(Earnings per diluted share),"Three months ended December 31, 2018","Year ended December 31, 2018","Year ended December 31, 2017"
Same period last year,$ 0.85,$ 7.93,$ 8.16
2017 Enactment of TCJA Impact,$ 1.25,$ 1.24,
"Same period last year, excluding 2017 Tax Cuts and Jobs Act (TCJA)",$ 2.10,$ 9.17,$ 8.16
"Increase/(decrease) in earnings per share - diluted, due to:",,,
2017 divestiture of identity management business,,(0.54),0.54
Organic growth/productivity and other,0.18,0.92,0.47
Acquisitions/other divestiture gains,-0.15,-0.15,
Foreign exchange impacts,-0.03,-0.05,-0.13
Legal-related charges,,,-0.04
Legal - respirator mask actuarial reserve,,,-0.07
Other expense,0.06,-0.14,-0.22
"Income tax rate, excluding Tax Cuts and Jobs Act (TCJA) measurement period adjustment",0.05,0.61,0.34
Shares of common stock outstanding,0.08,"0.18,0.08",
"2018 divestiture of Communication Markets Division, net of related restructuring actions",0.02,"0.50,—",
"Current period, excluding MN Natural Resource Damages (NRD) resolution and TCJA measurement period adjustment",$ 2.31,"$ 10.46,$ 9.17",
TCJA measurement period adjustment,0.07,"-0.29,-1.24",
MN NRD resolution,-0.11,"-1.28,—",
Current period,$ 2.27,"$ 8.89,$ 7.93",
