Title of each class,Name of each exchange on which registered
"Common Stock, Par Value $.01 Per Share","New York Stock Exchange, Inc."
,"Chicago Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
1.500% Notes due 2026,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
Floating Rate Notes due 2020,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
0.375% Notes due 2022,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
0.950% Notes due 2023,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
1.750% Notes due 2030,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
1.500% Notes due 2031,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
,"New York Stock Exchange, Inc."
