PART,I,Business,4
ITEM,1A,Risk Factors,"Factors,10"
ITEM,1B,Unresolved Staff Comments,"Staff,Comments,12"
ITEM,2,Properties,12
ITEM,3,Legal Proceedings,"Proceedings,12"
ITEM,4,Mine Safety Disclosures,"Safety,Disclosures,12"
PART,II,"Market for Registrant's Common Equity., Related Stockholder Matters and Issuer Purchases of Equity Securities","for,Registrant's,Common,Equity.,Related,Stockholder,Matters,and,Issuer,Purchases,of,Equity,Securities,13"
ITEM,6,Selected Financial Data,"Selected,Financial,Data,14"
ITEM,7,Management's Discussion and Analysis of Financial Condition and Results of Operations,"Discussion,and,Analysis,of,Financial,Condition,and,Results,of,Operations,15"
MD&A is designed to provide a reader of 3M's financial statements with a narrative from the perspective of management.,,,
Overview,15,,
Results of Operations,27,,
Performance by Business Segment,32,,
Performance by Geographic Area,38,,
Critical Accounting Estimates,,,
New Accounting Pronouncements,39,42,
Financial Condition and Liquidity,43,,
Financial Instruments,50,,
ITEM 7A,Quantitative and Qualitative Disclosures About Market Risk,"and,Qualitative,Disclosures,About,Market,Risk,51",
ITEM 8,Financial Statements and Supplementary Data,"Statements,and,Supplementary,Data,52",
Index to Financial Statements,,"Index,to,Financial,Statements,52",
Management's Responsibility for Financial Reporting,,"Management's,Responsibility,for,Financial,Reporting,52",
Management's Report on Internal Control Over Financial Reporting,,"Report,of,Independent,Registered/Public,Accounting,Firm,53",
Report of Independent Registered Public Accounting Firm,,,
"Consolidated Statement of Income for the years ended December 31, 2018, 2017 and 2016 Consolidated Statement of Comprehensive Income for the years ended December 31, 2018,2017 and 2016",,"Consolidated,Statement,of,Income,for,the,years,ended,December,31,2018,2017,and,2016,56",
