Qualified and Non-qualified Pension Benefits,,,Postretirement Benefits,,
United States,United States,International,International,Postretirement Benefits,Postretirement Benefits
(Millions),Amounts recognized in the Consolidated Balance Sheet as of Dec.,"31,",,,
Non-current assets,$ —,$ 4,$ 208,$ 233,$
Accrued benefit cost,,,,,
Current liabilities,(60),(53),(13),(12),(3)
Non-current liabilities (Ending balance),"(1,085) $ (1,145)","(1,625) $ (1,674)",(990) $ (795),(986) $ (765),(912)
,,,,,(915)
(Millions),Amounts recognized in accumulated other comprehensive income as of Dec.,"31,",,,
Net actuarial loss (gain),"$ 5,374","$ 5,921","$ 1,713","$ 1,720",$ 584
Prior service cost (credit),(152),(175),(20),(40),(123)
Ending balance,"$ 5,222","$ 5,746","$ 1,693","$ 1,680",461
