,"YearendedDecember31,2018 Europe, Latin","YearendedDecember31,2018 Europe, Latin","YearendedDecember31,2018 Europe, Latin","YearendedDecember31,2018 Europe, Latin","YearendedDecember31,2018 Europe, Latin","YearendedDecember31,2018 Europe, Latin"
,,,Middle,America,,
,United States,Asia Pacific,East and Africa,and Canada $,Other Unallocated $,Worldwide
Industrial,"$ 4,538","$ 3,554","$ 2,939","1,238",(2),"$ 12,267"
Safety and Graphics,"2,699","1,688","1,658",784,(2),"6,827"
Health Care,"2,830","1,148","1,488",556,(①),"6,021"
Electronics and Energy,900,"3,866",462,245,(1),"5,472"
Consumer,"2,868",961,535,432,,"4,796"
Corporate and Unallocated,47,,,3,,50
Elimination of Dual Credit,"(1,042)",(963),(428),(234),(1),"(2,668)"
Total Company,$12.840,"$10,254","$ 6,654",$ 3.024,,"(7)$ 32,765"
