,Gross Amount of Derivative Assets,Gross Amounts not Offset in the Consolidated Balance Sheet that are Subject to MasterNettingAgreements,Gross Amounts not Offset in the Consolidated Balance Sheet that are Subject to MasterNettingAgreements,
Presented in the Consolidated,Gross Amount of Derivative Assets,Gross Amount of Eligible Offsetting Recognized,Cash Collateral,
(Millions) Derivatives subject to master netting agreements,Balance Sheet,Derivative Liabilities 38,Received,Derivative Assets 108
Derivatives not subject to master netting agreements,146,,,
Total,,,,
,,,,108
"December 31,2017",,,,
(Millions),,,,
Derivatives subject to master netting agreements,,$,,
Derivatives not subject to master netting agreements,,,,
Total,,,,51
