Earned Revenues,Total Prior to Eliminations,Intra-Departmental Eliminations,Total,Total Prior to Eliminations,Intra-Departmental Eliminations,Total
Consular Fees:,,,,,,
"Passport, Visa and Other Consular Fees",$ 504,,$ 504,$ 707,,$ 707
Machine Readable Visa,916,,916,"1,894",,"1,894"
Expedited Passport,133,,133,270,,270
"Passport, Visa and Other Surcharges","1,029",,"1,029","1,568",,"1,568"
"Fingerprint Processing, Diversity Lottery, and Affidavit of Support",65,,65,19,,19
Subtotal – Consular Fees,"2,647",,"2,647","4,458",,"4,458"
FSRDF,"1,394",779,615,"1,382",739,643
ICASS,"3,620","2,576","1,044","3,575","2,508","1,067"
Other Reimbursable Agreements,"2,766",521,"2,245","2,590",242,"2,348"
Working Capital Fund,"1,338","1,177",161,"1,282","1,089",193
Other,130,87,43,98,58,40
Total,"$ 11,895","$ 5,140","$ 6,755","$ 13,385","$ 4,636","$ 8,749"
