Financial Statement Line,Amounts,Dedicated Collections Combined,All Other Amounts (with Eliminations,Eliminations Between Dedicated and All Other,,
Financial Statement Line,Amounts,Dedicated Collections Combined,All Other Amounts (with Eliminations,Eliminations Between Dedicated and All Other,Amounts,Reclassified Financial Statement Line
Cumulative Results of Operations,,,,,"$76,561","Net Position,Beginningof Period"
Beginning Balance Unexpended Appropriations,"$29,938","$2,933","$27,005",,,
Beginning Balances,"46,623",,"46,623",,,
"Net Position,Beginning of Period","76,561","2,933","73,628",,"76,561","Net Position,Beginning of Period-Adjusted"
Budgetary Financing Sources,,,,,,Budgetary Financing Sources
Appropriations Received,"33,457",,"33,068",,"33,068",Appropriations Received as Adjusted
Rescissions and Canceling Funds,(389),,,,,Non-Expenditure Transfers-In of Unexpended
Appropriations Transferred in(out),(71),346,38,(346),38,Appropriations and Financing Sources Non-Expenditure Transfers-Out of Unexpended
Appropriations Used,"(32,703)",(190),"(455) (32,513)",346,"(109) (32,703)",Appropriations and Financing Sources Appropriations Used (Federal)
Budgetary Financing Sources,,,,,,Budgetary Financing Sources
Appropriations Used Non-exchange Revenue,"32,703",190,"32,513",,"32,703",Appropriations Expended
Donations,62,62,,,62,Other Taxes and Receipts- Non-Federal Other
Transfers in(out) without,,,,,,Appropriation of Unavailable Special/Trust Fund
Reimbursement,30,45,,,45,Receipts Transfers-ln Appropriation of Unavailable Special/rust Fund
Reimbursement,,(3),,,(3),Receipts Transfers-Out Expenditure Transfers-Out of Financing
Reimbursement,,,(12),,(12),Sources
Reimbursement,,,,,,Other Financing Sources
Donations Transfers in(out) without,,,,,,Other Taxes and Receipts-Non-Federal Other
Reimbursement,33,,61,,61,Transfers-In without Reimbursement
Inputed Financing from Costs,,,(28),,(28),Transfers-Out without Reimbursement
Absorbed by Others,186,53,151,(18),186,Imputed Financing Sources
Non-entity Collections,(536),,(536),,(536),Non-Entity Custodial Collections Transferred to the General Fund
Net Cost of Operations,"(32,637)","(1,236)","(31,419)",18,"(32,637)",Net Cost of Operations
Net Position,"$76,696","$ 2,200","$74,496",,"$76,696",Net Position - Ending Balance
