2020 Consular and Border Security Programs,2020 All Other Funds from Dedicated Collections,2020 Total Funds from Dedicated Collections,2019 Consular and Border Security Programs,2019 All Other Funds from Dedicated Collections,2019 Total Funds from Dedicated Collections
Balance Sheet as of September 30,Balance Sheet as of September 30,Balance Sheet as of September 30,Balance Sheet as of September 30,Balance Sheet as of September 30,Balance Sheet as of September 30
Intragovernmental Assets:,Intragovernmental Assets:,Intragovernmental Assets:,Intragovernmental Assets:,Intragovernmental Assets:,Intragovernmental Assets:
Fund Balance with Treasury,Fund Balance with Treasury,Fund Balance with Treasury,Fund Balance with Treasury,Fund Balance with Treasury,Fund Balance with Treasury
"2,003",239,"2,242","2,703",212,"2,915"
"Investments, Net","Investments, Net","Investments, Net","Investments, Net","Investments, Net","Investments, Net"
93,46,94,45,1,46
Other Assets,Other Assets,Other Assets,Other Assets,Other Assets,Other Assets
"2,096",286,"2,382","2,748",259,"3,007"
"Accounts and Loans Receivable, Net","Accounts and Loans Receivable, Net","Accounts and Loans Receivable, Net","Accounts and Loans Receivable, Net","Accounts and Loans Receivable, Net","Accounts and Loans Receivable, Net"
1,1,1,—,—,—
"Property and Equipment, Net","Property and Equipment, Net","Property and Equipment, Net","Property and Equipment, Net","Property and Equipment, Net","Property and Equipment, Net"
9,107,116,—,107,107
Other Assets,Other Assets,Other Assets,Other Assets,Other Assets,Other Assets
8,(1),7,14,(1),13
Total Assets,Total Assets,Total Assets,Total Assets,Total Assets,Total Assets
"$ 2,114",$ 392,"$ 2,506","$ 2,762",$ 365,"$ 3,127"
LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES
Intragovernmental Liabilities:,Intragovernmental Liabilities:,Intragovernmental Liabilities:,Intragovernmental Liabilities:,Intragovernmental Liabilities:,Intragovernmental Liabilities:
Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable
$ 49,$ —,$ 49,$ 19,$ —,$ 19
Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities
26,—,26,20,—,20
Total Intragovernmental Liabilities,Total Intragovernmental Liabilities,Total Intragovernmental Liabilities,Total Intragovernmental Liabilities,Total Intragovernmental Liabilities,Total Intragovernmental Liabilities
75,—,75,39,—,39
Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable,Accounts Payable
128,—,128,68,—,68
Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities,Other Liabilities
101,2,103,85,2,87
Total Liabilities,Total Liabilities,Total Liabilities,Total Liabilities,Total Liabilities,Total Liabilities
$ 304,$ 2,$ 306,$ 192,$ 365,$ 194
NET POSITION,NET POSITION,NET POSITION,NET POSITION,NET POSITION,NET POSITION
Unexpended Appropriations,Unexpended Appropriations,Unexpended Appropriations,Unexpended Appropriations,Unexpended Appropriations,Unexpended Appropriations
83,—,83,—,—,—
Cumulative Results of Operations,Cumulative Results of Operations,Cumulative Results of Operations,Cumulative Results of Operations,Cumulative Results of Operations,Cumulative Results of Operations
"1,727",390,"2,117","2,570",363,"2,933"
Total Net Position,Total Net Position,Total Net Position,Total Net Position,Total Net Position,Total Net Position
"$ 1,810",$ 390,"$ 2,200","$ 2,570",$ 363,"$ 2,933"
Total Liabilities and Net Position,Total Liabilities and Net Position,Total Liabilities and Net Position,Total Liabilities and Net Position,Total Liabilities and Net Position,Total Liabilities and Net Position
"$ 2,114",$ 392,"$ 2,506","$ 2,762",$ 365,"$ 3,127"
Statement of Net Cost for the Year Ended September 30,Statement of Net Cost for the Year Ended September 30,Statement of Net Cost for the Year Ended September 30,Statement of Net Cost for the Year Ended September 30,Statement of Net Cost for the Year Ended September 30,Statement of Net Cost for the Year Ended September 30
Gross Program Costs,Gross Program Costs,Gross Program Costs,Gross Program Costs,Gross Program Costs,Gross Program Costs
"$ 3,169",$ 79,"$ 3,248","$ 2,379",$ 62,"$ 2,441"
