Name,Sex,Age,Length ofservice,Attribution,Current position/responsibilityatToyota,Current position/responsibilityatToyota,Current position/responsibilityatToyota,AttendanceatBoardof
Name,Sex,Age,Length ofservice,Attribution,Meeting,Meeting,Responsibility,BoardofDirectors'meetings(No.ofmeetingsattended)*2
Name,Sex,Age,Length ofservice,Attribution,ExecutiveAppointment,Compensation,Responsibility,BoardofDirectors'meetings(No.ofmeetingsattended)*2
Takeshi Uchiyamada,Male,74,23years,,Chairperson,Chairperson,_Chairman ofthe Board of Directors,100% (17/17)
Shigeru Hayakawa,Male,67,6years,,,,Chief Privacy Officer,100% (17/17)
Akio Toyoda,Male,65,21 years,,,,Chief Executive Officer,100% (17/17)
Koji Kobayashi,Male,72,3years,,Member,Member,Chief Risk Officer,100% (17/17)
JamesKuffner,Male,50,1year,,,,Chief Digital Officer,100% (13/13)
Kenta Kon,Male,52,1,,,,Chief Financial Officer,一
Ikuro Sugawara,Male,64,3 years,Outsideindependent,Member,Member,,100% (17/17)
Sir Philip Craven,Male,70,3 years,Outsideindependent,Member,Member,,100% (17/17)
Teiko Kudo,Female,56,3 years,Outsideindependent,Member,Member,,94% (16/17)
