Name (executive category),Company category,Total consolidated remuneration by type (million yen),Total consolidated remuneration (million yen)
Name (executive category),Company category,Fixed remuneration,"Performance-linked remuneration,Other,Retirement benefits,Total consolidated remuneration (million yen)"
Takeshi Uchiyamada (Director),Reporting company,110,"61,50 (5,000 shares),—,—,222"
Shigeru Hayakawa (Director),Reporting company,66,"41,33 (3,000 shares),—,—,140"
Akio Toyoda (Director),Reporting company,185,"25,231 (23,000 shares),—,—,442"
,Reporting company,69,"12,49 (4,000 shares),—,—,—"
Koji Kobayashi (Director),"Consolidated subsidiary Daihatsu Motor Co., Ltd.",3,"—,—,—,—,134"
Didier Leroy (Director),Reporting company,57,"515,—,747,—,1,451"
,Consolidated subsidiary Toyota Motor Europe,26,"104,—,—,—,—"
Shigeki Terashi (Director),Reporting company,63,"63,—,—,—,138"
,"Consolidated subsidiary Hino Motors, Ltd.",12,"—,—,—,—,—"
James Kuffner (Director),Reporting company,23,"28,—,—,—,284"
,"Consolidated subsidiary Woven Planet Holdings, Inc.",232,"—,—,—,—,—"
