CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,,
CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,SustainabilityCommittee,
CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,CorporateChairman's/ Governance andNomination Remuneration Audit SustainabilityBoard Committee Committee Committee Committee,SustainabilityCommittee,Committee
Number of meetings,11,10,3,6,了,,
C. Franz,11,10,3,1,二,,
A. Hoffmann,7,10,3,1,3,,
J. Duschmale,8,1,1,5,,,
J. Brown,10,1,1,6,,,
P. Bulcke,10,,1,5,,,
H. Clevers,11,1,1,、,3,,
P.Frost,11,,,6,,,
A. Hauser,11,二,,,3,,
R.P. Lifton,10,=,了,,,,
B. Poussot,11,,3,,,,
S.Schwan,11,,,,,,
C.Suessmuth Dyckerhoff,9,,,,3,,
