Annual General Meeting,Annual General Meeting,Annual General Meeting,Annual General Meeting,Annual General Meeting,Annual General Meeting,Annual General Meeting,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,,,,,,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,Board of Directors,Board of Directors,Board of Directors,Board of Directors,Board of Directors,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,,,,,,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,,Board Committees,Board Committees,Board Committees,Board Committees,Board Committees,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,Chairman's/Nomination Committee,Chairman's/Nomination Committee,Chairman's/Nomination Committee,Chairman's/Nomination Committee,Chairman's/Nomination Committee,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,Remuneration Committee,Remuneration Committee,Remuneration Committee,Remuneration Committee,Remuneration Committee,,
Board of Directorsand Board Committees,Board of Directorsand Board Committees,Audit Committee,Audit Committee,Audit Committee,Audit Committee,Audit Committee,Audit Committee,Audit Committee
Board of Directorsand Board Committees,Board of Directorsand Board Committees,Corporate Governance and Sustainability Commitee,Corporate Governance and Sustainability Commitee,Corporate Governance and Sustainability Commitee,Corporate Governance and Sustainability Commitee,Corporate Governance and Sustainability Commitee,,
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee,Corporate Executive Committee,Corporate Executive Committee,Corporate Executive Committee,Corporate Executive Committee,,
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,CEORoche Group,CEORoche Group,CEORoche Group,CEORoche Group,CEO CEO Chief Financial and Chief PeoplePharmaceuticals Diagnostics Information Officer Offcer,,
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,CEORoche Group,CEORoche Group,CEORoche Group,CEORoche Group,CEO CEO Chief Financial and Chief PeoplePharmaceuticals Diagnostics Information Officer Offcer,up,up
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Enlarged Corporate Executive Commitee,Enlarged Corporate Executive Commitee,Enlarged Corporate Executive Commitee,Enlarged Corporate Executive Commitee,Enlarged Corporate Executive Commitee,,
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,gRED,gRED,gRED,gRED,Partnering Communications General Counsel,,
Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,Corporate Executive Committee Enlarged Corporate ExecutiveCommittee,,,,,,,
