Board of Directors,,Shares (number),Non-voting equity securities (NES) (number),Close relatives' security holdings (number/type),Others (number/type)
C. Franz,,27951,4810,-,-
A. Hoffmann,*,-,200,-,-
J. Brown,,1000,-,-,-
P. Bulcke,,-,4000,-,-
H. Clevers,,-,750,-,-
J. Duschmalé,*,-,-,-,
P. Frost,,2000,-,-,-
A. Hauser,,3000,150,20 NES,-
R.P. Lifton,,-,-,300 ADRs***,
B. Poussot,,500,500,-,-
S. Schwan,,-,-,-,"(see‘5.15 Security holdings', Corporate Executive Committee on page 187)"
C. Suessmuth Dyckerhoff,*,-,2100**,-,
Total,,34451,12510,20 NES,300 ADRs***
