Siemens Healthineers,Comparable revenue growth,Annual Report 2020,Quarterly Statement Q1,Half Year Financial Report,Quarterly Statement Q3,Results FY 2021
Siemens Healthineers,Adjusted basic earnings per share,Between 1.58 and 1.72,Between 1.63 and 1.82,Between 1.90 and 2.05,Between 1.95 and 2.05,2.03
Segments Imaging,Comparable revenue growth,"At least 5%, clearly above the previous year",At least 7%,"More than 8%, above the previous year",More than 9%,11%
Segments Imaging,Adjusted EBIT margin,Increase of around 100 basis points compared to the prior year,Increase of around 100 basis points compared to the prior year,Increase of around 100 basis points compared to the prior year,Increase of around 100 basis points compared to the prior year,21.1%
Diagnostics,Comparable revenue growth,Mid- to high-single-digit,At least in the mid-teens,More than 25%,More than 35%,42%
Diagnostics,Adjusted EBIT margin,"More than 5%, clearly above the prior-year level",More than 7%,"More than 10%, clearly above the prior-year level","More than 10%, clearly above the prior-year level",13.3%
Varian,"Adjusted revenue (April 15 to September 30, 2021)",,,Between 1.2 billion and 1.4 billion,Between 1.3 billion and 1.4 billion,1.3bn
Varian,Adjusted EBIT margin,,,Between 12% and 14%,Between 15% and 17%,17.0%
Advanced Therapies,Comparable revenue growth,"At least 5%, strongly above the prior-year level",At least 6%,"More than 7%, above the prior-year level","More than 7%, above the prior-year level",9%
Advanced Therapies,Adjusted EBIT margin,"At approximately the prior-year level, continued positive development compared to the industry overall",Continued positive development compared to the industry overall,Continued positive development compared to the industry overall,At mid-teens,14.8%
