(in millions of €),Fiscal year,Fiscal year,Fiscal year,Fiscal year
(in millions of €),2024 2027to and2022 2023 2026 thereafter,2024 2027to and2022 2023 2026 thereafter,2024 2027to and2022 2023 2026 thereafter,2024 2027to and2022 2023 2026 thereafter
Non-derivativefinancial liabilities,"4,479","2,128","4,522 7,707","4,522 7,707"
Thereof:,,,,
Loans from banks,74,19,,1
Lease liabilities,179,134,2233,1771
Trade payables,"1,915",2,2233,1771
Other financialliabilities,205,14,1,
Payables and otherliabilities to theSiemens Group1,"2,106","1,959","4,295 7,529","4,295 7,529"
Derivative financialliabilities,59,2,"4,295 7,529","4,295 7,529"
