,PathMNIST,PathMNIST,OrganAMNIST,OrganAMNIST,BloodMNIST,BloodMNIST,CIFAR-10-LT,CIFAR-10-LT
,0.00015% (13),0.00030% (26),0.001% (34),0.002% (69),0.001% (11),0.002% (23),0.2% (24),0.3% (37)
Random,0.79±0.11,0.95±0.07,0.91±0.08,0.98±0.04,0.70±0.13,0.94±0.08,0.58±0.10,0.66±0.12
Consistency,0.78,0.88,0.82,0.91,0.75,0.88,0.50,0.70
VAAL,0.11,0.11,0.18,0.18,0.13,0.13,0.30,0.30
Margin,0.67,0.78,0.73,0.82,0.63,0.75,0.60,0.70
Entropy,0.33,0.33,0.45,0.73,0.63,0.63,0.40,0.70
Coreset,0.66,0.78,0.91,1.00,0.63,0.88,0.60,0.70
BALD,0.33,0.44,0.64,0.64,0.75,0.88,0.60,0.70
Ours,0.78,1.00,1.00,1.00,1.00,1.00,0.70,0.80
