Item,At the time of invitation to apply for the visa...,Number of points
7A91,"the applicant, or a main business of the applicant, had either or both of the following: (a) one or more patents that: (i) were registered not less than l year before that time; and (ii) were used in the day to day activities of the main business; (b) one or more registered designs that: (i) were registered not less than l year before that time; and",15
7A92,"(ii) were used in the day to day activities of the main business the applicant, or a main business of the applicant, had one or more registered trade marks10 that: (a) were registered not less than 1 year before that time; and",
7A93,(b) were used in the day to day activities of the main business each of the following applied: (a) at least one main business in which the applicant held an ownership interest operated in accordance with a formal joint venture agreement entered into with another business or businesses; (b) the joint venture agreement had been entered into not less than l year before the time of invitation to apply for the visa;,5
7A94,(c) the applicant utilised his or her skills in actively participating at a senior level in the day to day management of the business at least one main business held by the applicant derived not less than 5O% of its annual 15,
7A95,turnover from export trade in at least 2 of the 4 fiscal years immediately before that time the applicant had an ownership interest in at least one main business that: (a) was established not more than 5 years before that time; and (b) had an average annualised growth in turnover that was greater than 2O% per annum over 3 continuous fiscal years; and,10
Item,At the time of invitation to apply for the visa..,Number of points
7A96,"the applicant, or at least one main business in which the applicant held an ownership interest:",10
,"(a) had received a grant that: (i) was awarded for the purposes of early phase start up of a business, product commercialisation, business development or business expansion; and",
,(ii) was at least AUD10 o00; and (ii) was awarded by a government body in the applicant's home country; and,
,(iv) had been received not more than 4 years immediately before that time; or,
,"(b) had received venture capital funding of at least AUDioo Ooo not more than 4 years before the time of the invitation for the purposes of early phase start up of a business,",
